bioguide_id,first_name,last_name,middle_name,net_worth_estimate,normalized_net_worth,top_holdings,top_traded_sectors,strategy_return,spy_return,strategy_start_date
P000197,Nancy,Pelosi,,280016556.82,"$280,017,000",Stock: $133.7M; Ownership Interest (Trade or Business): $70.2M; Real Property: $45.0M; Asset-Backed Securities: $4.5M; Options: $3.0M,Information Technology: 70; Financials: 28; Communication Services: 26; Consumer Discretionary: 13; Industrials: 3,,,
G000600,Marie Gluesenkamp,Perez,,965000.00,"$965,000","Real Property: $750.0K; Mutual Funds: $107.5K; Ownership Interest (Trade or Business): $75.0K; Bank Accts, Money Market Accts & CDs: $32.5K",,,,
P000605,Scott,Perry,,1509000.00,"$1,509,000","Mutual Funds: $655.0K; Real Property: $525.0K; Bank Accts, Money Market Accts & CDs: $223.5K; 529 Prepaid Tuition Plan: $65.0K; Whole/Universal Insurance: $32.5K",,,,
P000595,Gary,Peters,C.,7398981.37,"$7,399,000","Corporate Securities, Stock: $2.5M; Mutual Fund: $2.1M; Bank Deposit: $706.5K; Mutual Funds, ETF/Note: $665.5K; Govt Securities, Municipal Security: $531.0K",Financials: 14; Real Estate: 12; Industrials: 7; Materials: 6; Health Care: 6,,,
P000608,Scott,Peters,H.,59669396.75,"$59,669,000",Govt Securities & Agency Debt: $14.9M; Exchange Traded Funds (ETF): $13.7M; Mutual Funds: $8.5M; Ownership Interest (Trade or Business): $4.5M; Stock: $3.0M,Financials: 104; Health Care: 61; Information Technology: 47; Industrials: 45; Energy: 33,,,
P000620,Brittany,Pettersen,,855000.00,"$855,000","Real Property: $750.0K; Bank Accts, Money Market Accts & CDs: $40.5K; 5F: $32.5K; Mutual Funds: $24.0K; Ownership Interest (Trade or Business): $8.0K",,,,
P000048,August,Pfluger,,1630906.42,"$1,631,000","Real Property: $750.0K; Ownership Interest (Trade or Business): $333.0K; Stock: $233.0K; Mutual Funds: $202.5K; Bank Accts, Money Market Accts & CDs: $73.0K",Communication Services: 10; Financials: 5; Consumer Discretionary: 4; Information Technology: 1,,,
P000597,Chellie,Pingree,,7396738.25,"$7,397,000","Real Property: $3.0M; Hedge Funds & Private Equity Funds (EIF): $3.0M; Exchange Traded Funds (ETF): $767.5K; Bank Accts, Money Market Accts & CDs: $550.0K",Other: 26,,,
P000610,Stacey,Plaskett,E.,,,,,,,
P000607,Mark,Pocan,,1328000.00,"$1,328,000","Ownership Interest (Trade or Business): $750.0K; Bank Accts, Money Market Accts & CDs: $375.0K; Mutual Funds: $138.0K; Govt Securities & Agency Debt: $65.0K",Other: 2,,,
P000621,Nellie,Pou,,1140291.36,"$1,140,000","Bank Accts, Money Market Accts & CDs: $565.5K; Other: $375.0K; Mutual Funds: $107.5K; Debts Owed to the Filer: $32.5K; Exchange Traded Funds (ETF): $32.5K",,,,
P000617,Ayanna,Pressley,,5250000.00,"$5,250,000",Real Property: $5.2M,,,,
Q000023,Mike,Quigley,,,,,,,,
R000600,Aumua Amata Coleman,Radewagen,,193000.00,"$193,000","Mutual Funds: $120.0K; Real Property: $32.5K; Other: $32.5K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
R000617,Delia,Ramirez,C.,825000.00,"$825,000",Real Property: $750.0K; Ownership Interest (Trade or Business): $75.0K,,,,
R000621,Emily,Randall,,105784.73,"$106,000","Mutual Funds: $75.0K; Bank Accts, Money Market Accts & CDs: $16.0K; Stock: $16.0K; IRA (Held in Cash): $8.0K",Health Care: 3; Consumer Staples: 3; Communication Services: 2; Industrials: 1; Financials: 1,,,
R000606,Jamie,Raskin,,6612449.38,"$6,612,000","Mutual Funds: $2.8M; Exchange Traded Funds (ETF): $1.8M; Pensions: $750.0K; Bank Accts, Money Market Accts & CDs: $489.5K; Fixed Annuity: $350.0K",Materials: 1,,,
R000122,Jack,Reed,,339167.41,"$339,000","Mutual Funds, ETF/Note: $201.5K; Bank Deposit: $48.5K; Mutual Fund: $40.0K",Health Care: 68; Information Technology: 48; Industrials: 15; Consumer Staples: 14; Financials: 10,,,
R000610,Guy,Reschenthaler,,347000.00,"$347,000","Mutual Funds: $282.5K; Bank Accts, Money Market Accts & CDs: $40.5K; CT: $24.0K",Other: 6,,,
R000618,Pete,Ricketts,,207788385.04,"$207,788,000","Corporate Securities, Stock: $63.0M; Mutual Funds, ETF/Note: $37.2M; Bank Deposit: $24.3M; Real Estate, Unimproved Land: $18.0M; Real Estate, Residential: $9.0M",Health Care: 6; Industrials: 4; Consumer Staples: 3; Energy: 2; Materials: 2,,,
R000622,Josh,Riley,,1582501.24,"$1,583,000","Mutual Funds: $927.5K; Exchange Traded Funds (ETF): $375.0K; RS: $175.0K; Bank Accts, Money Market Accts & CDs: $16.5K; Stock (Not Publicly Traded): $8.0K",,,,
R000584,James,Risch,E.,56548822.72,"$56,549,000","Farm: $33.0M; Real Estate, Commercial: $15.4M; Corporate Securities, Non-Public Stock: $3.4M; Real Estate, Residential: $2.2M; Accounts Receivable, From a Business: $1.1M",,,,
R000620,Luz,Rivas,M.,3083000.00,"$3,083,000",Real Property: $3.0M; Mutual Funds: $83.0K,,,,
R000395,Harold,Rogers,,,,,Consumer Discretionary: 1,,,
R000575,Mike,Rogers,D.,,,,,,,
R000612,John,Rose,W.,56756595.12,"$56,757,000",Ownership Interest (Trade or Business): $16.1M; Debts Owed to the Filer: $15.8M; Farms: $15.0M; Mutual Funds: $4.5M; Stock (Not Publicly Traded): $4.2M,Communication Services: 4; Financials: 3; Information Technology: 2; Energy: 2; Industrials: 1,,,
R000608,Jacky,Rosen,,17141168.73,"$17,141,000","Mutual Fund: $11.0M; Corporate Securities, Stock: $3.3M; Mutual Funds, ETF/Note: $1.4M; Bank Deposit: $430.0K",Industrials: 5; Information Technology: 5; Communication Services: 4; Health Care: 4; Consumer Discretionary: 3,,,
R000305,Deborah,Ross,K.,5635822.73,"$5,636,000","Real Property: $1.9M; Mutual Funds: $1.8M; Exchange Traded Funds (ETF): $1.1M; Stock: $348.5K; Bank Accts, Money Market Accts & CDs: $221.5K",Information Technology: 15; Materials: 3; Communication Services: 2; Consumer Discretionary: 1; Health Care: 1,,,
R000605,Mike,Rounds,,9254456.35,"$9,254,000","Mutual Funds, ETF/Note: $3.4M; Farm: $3.4M; Business Entity, Limited Liability Company (LLC): $790.5K; Bank Deposit: $640.5K; Real Estate, Commercial: $612.5K",Other: 10,,,
R000603,David,Rouzer,,948720.33,"$949,000","Mutual Funds: $625.0K; Exchange Traded Funds (ETF): $210.0K; Stock: $48.5K; Bank Accts, Money Market Accts & CDs: $16.0K; IRA (Held in Cash): $8.0K",Communication Services: 2; Financials: 2; Consumer Staples: 2; Information Technology: 2; Consumer Discretionary: 1,,,
R000614,Chip,Roy,,1333019.92,"$1,333,000","Mutual Funds: $455.5K; Bank Accts, Money Market Accts & CDs: $407.0K; Other: $350.0K; Stock: $175.0K; Pensions: $40.5K",Energy: 5; Communication Services: 1,,,
R000595,Marco,Rubio,,3102409.61,"$3,102,000","Real Estate, Residential: $3.0M; Education Savings Plans, 529 Prepaid Tuition: $48.5K; Mutual Fund: $32.5K; Bank Deposit: $16.0K; Corporate Securities, Stock: $8.0K",Information Technology: 1; Consumer Staples: 1,,,
R000599,Raul,Ruiz,,744673.44,"$745,000","Exchange Traded Funds (ETF): $453.5K; Mutual Funds: $113.5K; Bank Accts, Money Market Accts & CDs: $107.5K; 5F: $16.0K; IRA (Held in Cash): $8.0K",Information Technology: 4; Industrials: 2; Financials: 2; Consumer Staples: 1,,,
R000619,Michael,Rulli,A.,26911000.00,"$26,911,000","Real Property: $21.4M; Other: $3.8M; Whole/Universal Insurance: $1.5M; Bank Accts, Money Market Accts & CDs: $253.5K; Pensions: $32.5K",,,,
R000609,John,Rutherford,H.,1157511.20,"$1,158,000","Real Property: $375.0K; Whole/Universal Insurance: $375.0K; Exchange Traded Funds (ETF): $186.0K; Bank Accts, Money Market Accts & CDs: $107.5K; Mutual Funds: $40.5K",Financials: 43; Health Care: 30; Consumer Staples: 23; Industrials: 22; Energy: 19,,,
R000579,Patrick,Ryan,,3068481.19,"$3,068,000","Mutual Funds: $1.7M; Stock: $651.0K; Bank Accts, Money Market Accts & CDs: $355.0K; Stock (Not Publicly Traded): $183.0K; 5F: $65.0K",Other: 1,,,
S000168,Maria Elvira,Salazar,,2184153.94,"$2,184,000",Mutual Funds: $939.0K; Exchange Traded Funds (ETF): $654.5K; IRA (Held in Cash): $183.0K; 5F: $107.5K; Stock: $82.5K,Energy: 10; Utilities: 4; Health Care: 2,,,
S001226,Andrea,Salinas,,769860.63,"$770,000","Mutual Funds: $326.5K; Exchange Traded Funds (ETF): $318.5K; Bank Accts, Money Market Accts & CDs: $83.0K; IRA (Held in Cash): $8.0K",,,,
S001156,Linda,Sánchez,T.,1559715.40,"$1,560,000","Real Property: $1.5M; 5F: $32.5K; Bank Accts, Money Market Accts & CDs: $8.5K; Stock: $8.0K; Pensions: $8.0K",Communication Services: 3; Financials: 3; Information Technology: 2; Health Care: 2; Consumer Discretionary: 2,,,
S000033,Bernard,Sanders,,1154000.00,"$1,154,000","Mutual Fund: $648.5K; Bank Deposit: $422.5K; Annuity, Fixed: $83.0K",,,,
S001176,Steve,Scalise,,8000.00,"$8,000","Bank Accts, Money Market Accts & CDs: $8.0K",,,,
S001205,Mary Gay,Scanlon,,10102179.33,"$10,102,000","Mutual Funds: $6.4M; Fixed Annuity: $1.1M; Bank Accts, Money Market Accts & CDs: $989.5K; Whole/Universal Insurance: $937.5K; Exchange Traded Funds (ETF): $269.0K",Materials: 4; Utilities: 3; Information Technology: 1,,,
S001145,Janice,Schakowsky,D.,586000.00,"$586,000","Mutual Funds: $440.0K; Bank Accts, Money Market Accts & CDs: $105.5K; Whole/Universal Insurance: $32.5K; 529 Prepaid Tuition Plan: $8.0K",,,,
S001194,Brian,Schatz,,4808500.00,"$4,808,000","Real Estate, Residential: $4.2M; Mutual Fund: $576.0K; Bank Deposit: $32.5K",,,,
S001150,Adam,Schiff,B.,2128641.29,"$2,129,000","Mutual Fund: $875.0K; Mutual Funds, ETF/Note: $832.5K; Corporate Securities, Stock: $175.0K; Annuity, Fixed: $32.5K; Bank Deposit: $16.0K",Health Care: 2; Information Technology: 1,,,
S001228,Derek,Schmidt,,3470562.35,"$3,471,000","Exchange Traded Funds (ETF): $1.1M; Mutual Funds: $770.0K; Real Property: $725.0K; Bank Accts, Money Market Accts & CDs: $330.0K; 5F: $250.0K",,,,
S001227,Eric,Schmitt,,1027160.44,"$1,027,000","Mutual Funds, ETF/Note: $563.0K; Life Insurance, Whole: $150.0K; Govt Securities, US Treasury/Agency Security: $129.5K; Retirement Plans, Benefit Pension: $32.5K; Mutual Fund: $24.0K",,,,
S001190,Bradley Scott,Schneider,,9664339.03,"$9,664,000","Hedge Funds & Private Equity Funds (EIF): $4.7M; Mutual Funds: $1.2M; Exchange Traded Funds (ETF): $900.0K; Bank Accts, Money Market Accts & CDs: $439.0K; Real Property: $375.0K",Information Technology: 31; Financials: 27; Consumer Discretionary: 24; Health Care: 17; Industrials: 12,,,
S001221,Hillary,Scholten,J.,601814.80,"$602,000","Mutual Funds: $321.5K; Exchange Traded Funds (ETF): $184.0K; Fixed Annuity: $32.5K; Bank Accts, Money Market Accts & CDs: $32.0K",,,,
S001216,Kim,Schrier,,29848908.41,"$29,849,000","Excepted/Qualified Blind Trust: $12.6M; Exchange Traded Funds (ETF): $2.7M; Mutual Funds: $974.0K; Bank Accts, Money Market Accts & CDs: $790.5K; Stock: $107.5K",Information Technology: 19; Consumer Discretionary: 5; Health Care: 4; Industrials: 4; Financials: 3,,,
S000148,Charles,Schumer,E.,2001000.00,"$2,001,000","Mutual Fund: $1.1M; Annuity, Fixed: $382.5K; Bank Deposit: $306.5K; Deferred Compensation: $175.0K; Business Entity, Limited Liability Company (LLC): $65.0K",,,,
S001183,David,Schweikert,,703500.00,"$704,000",Mutual Funds: $703.5K,,,,
S001189,Austin,Scott,,1629735.29,"$1,630,000","Bank Accts, Money Market Accts & CDs: $607.0K; Real Property: $582.5K; Other: $191.0K; Stock: $106.5K; Mutual Funds: $72.5K",Industrials: 53; Energy: 8; Consumer Discretionary: 4; Health Care: 2; Communication Services: 2,,,
S001157,David,Scott,,3258305.11,"$3,258,000",Real Property: $3.0M; Whole/Universal Insurance: $250.0K; Stock: $8.0K,,,,
S001217,Rick,Scott,,507878302.10,"$507,878,000","Investment Fund, Private Equity Fund: $115.7M; Investment Fund, Hedge Fund: $63.0M; Real Estate, Residential: $40.5M; Govt Securities, US Treasury/Agency Security: $38.3M; Personal Property, Other: $37.7M",Information Technology: 3,,,
S000185,Robert,Scott,C.,1727804.47,"$1,728,000","Mutual Funds: $919.0K; Exchange Traded Funds (ETF): $615.0K; Stock: $89.0K; Bank Accts, Money Market Accts & CDs: $48.5K",Materials: 5; Industrials: 4; Consumer Staples: 3; Financials: 2; Information Technology: 2,,,
S001184,Tim,Scott,,5842439.88,"$5,842,000","Govt Securities, US Treasury/Agency Security: $6.0M; Mutual Fund: $2.8M; Real Estate, Residential: $1.1M; Corporate Securities, Stock: $1.0M; Bank Deposit: $328.0K",,,,
S001224,Keith,Self,,,,,Other: 2,,,
S000250,Pete,Sessions,,9792612.65,"$9,793,000","Mutual Funds: $3.6M; Stock: $2.7M; Real Property: $1.3M; Bank Accts, Money Market Accts & CDs: $681.5K; Exchange Traded Funds (ETF): $220.5K",Information Technology: 62; Financials: 48; Consumer Discretionary: 48; Consumer Staples: 38; Health Care: 36,,,
S001185,Terri,Sewell,A.,539930.66,"$540,000","Mutual Funds: $328.5K; Stock: $91.0K; Bank Accts, Money Market Accts & CDs: $32.5K; IRA (Held in Cash): $8.0K",Information Technology: 2,,,
S001181,Jeanne,Shaheen,,7822500.00,"$7,822,000","Real Estate, Commercial: $2.3M; Business Entity, Limited Liability Company (LLC): $1.9M; Bank Deposit: $1.7M; Real Estate, Residential: $925.0K; Accounts Receivable, From an Individual: $765.0K",Other: 3,,,
S001232,Tim,Sheehy,Patrick,152429275.19,"$152,429,000","Accounts Receivable, From a Business: $56.2M; Real Estate, Residential: $30.0M; Corporate Securities, Stock: $21.8M; Business Entity, Limited Liability Company (LLC): $18.5M; Mutual Fund: $9.4M",,,,
S000344,Brad,Sherman,,,,,Other: 19,,,
S001207,Mikie,Sherrill,,14764971.46,"$14,765,000","Mutual Funds: $4.9M; Exchange Traded Funds (ETF): $4.8M; Real Property: $3.0M; Whole/Universal Insurance: $775.0K; Bank Accts, Money Market Accts & CDs: $490.0K",Financials: 50; Health Care: 41; Information Technology: 25; Industrials: 19; Consumer Discretionary: 18,,,
S001229,Jefferson,Shreve,,597053909.53,"$597,054,000","Options: $177.2M; Corporate Securities (Bonds & Notes): $120.1M; Fixed Annuity: $90.0M; Real Estate Invest. Trust (REIT): $48.0M; Bank Accts, Money Market Accts & CDs: $42.6M",Information Technology: 118; Financials: 79; Industrials: 79; Health Care: 66; Consumer Discretionary: 60,,,
S001231,Lateefah,Simon,,229882.21,"$230,000",Mutual Funds: $175.0K; Exchange Traded Funds (ETF): $48.0K,,,,
S001148,Michael,Simpson,K.,1412650.52,"$1,413,000",Stock: $847.5K; PM: $375.0K,Materials: 9; Financials: 7; Energy: 7; Industrials: 4; Information Technology: 3,,,
S001208,Elissa,Slotkin,,462159.91,"$462,000","Bank Deposit: $847.0K; Corporate Securities, Stock: $81.0K",,,,
S000510,Adam,Smith,,640304.72,"$640,000","Mutual Funds: $183.0K; Stock: $160.0K; Bank Accts, Money Market Accts & CDs: $148.0K; Other: $75.5K; Pensions: $32.5K",Information Technology: 1; Financials: 1; Communication Services: 1; Materials: 1; Consumer Staples: 1,,,
S001172,Adrian,Smith,,2861500.00,"$2,862,000","Real Property: $1.6M; Bank Accts, Money Market Accts & CDs: $398.5K; Ownership Interest (Trade or Business): $375.0K; Mutual Funds: $175.0K; Stock (Not Publicly Traded): $150.0K",Other: 9,,,
S000522,Christopher,Smith,H.,240000.00,"$240,000","Bank Accts, Money Market Accts & CDs: $240.0K",,,,
S001195,Jason,Smith,,2295000.00,"$2,295,000",Real Property: $1.1M; Other: $758.0K; Farms: $375.0K; Mutual Funds: $32.5K; Whole/Universal Insurance: $8.0K,,,,
S001203,Tina,Smith,,6351601.69,"$6,352,000","Corporate Securities, Stock: $4.2M; Mutual Fund: $765.5K; Investment Fund, Private Equity Fund: $350.0K; Bank Deposit: $298.5K; Corporate Securities, Non-Public Stock: $83.0K",Health Care: 20; Consumer Staples: 2; Utilities: 1; Financials: 1,,,
S001199,Lloyd,Smucker,,3109222.20,"$3,109,000","Ownership Interest (Trade or Business): $3.0M; Stock (Not Publicly Traded): $32.5K; Stock: $32.5K; Bank Accts, Money Market Accts & CDs: $16.0K; Whole/Universal Insurance: $8.0K",Information Technology: 13; Health Care: 4; Communication Services: 3; Industrials: 1; Financials: 1,,,
S001225,Eric,Sorensen,,83000.00,"$83,000","Mutual Funds: $75.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
S001200,Darren,Soto,,833000.00,"$833,000","Real Property: $750.0K; IRA (Held in Cash): $75.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
S000929,Victoria,Spartz,,25497550.65,"$25,498,000",Real Property: $18.6M; Farms: $3.0M; Ownership Interest (Trade or Business): $3.0M; Stock: $766.0K; IRA (Held in Cash): $107.5K,Real Estate: 23; Industrials: 3,,,
S001218,Melanie,Stansbury,A.,175000.00,"$175,000","Bank Accts, Money Market Accts & CDs: $175.0K",,,,
S001211,Greg,Stanton,,2035929.80,"$2,036,000","Exchange Traded Funds (ETF): $590.5K; Mutual Funds: $473.5K; Stock: $375.0K; Bank Accts, Money Market Accts & CDs: $223.5K; 529 Prepaid Tuition Plan: $170.5K",Information Technology: 41; Health Care: 37; Financials: 28; Communication Services: 18; Industrials: 17,,,
S001212,Pete,Stauber,,1927443.27,"$1,927,000","Pensions: $1.3M; Real Property: $425.0K; Ownership Interest (Trade or Business): $140.0K; Bank Accts, Money Market Accts & CDs: $83.0K; Debts Owed to the Filer: $16.0K",,,,
S001196,Elise,Stefanik,M.,,,,,,,
S001213,Bryan,Steil,,2047155.89,"$2,047,000","Mutual Funds: $1.4M; Bank Accts, Money Market Accts & CDs: $458.0K; Stock: $131.5K; IRA (Held in Cash): $8.0K",Financials: 6; Health Care: 1,,,
S001214,W. Gregory,Steube,Gregory,847058.35,"$847,000","Exchange Traded Funds (ETF): $508.5K; Bank Accts, Money Market Accts & CDs: $89.0K; Stock: $75.0K; Ownership Interest (Trade or Business): $75.0K; Real Property: $8.0K",Financials: 18,,,
S001215,Haley,Stevens,M.,237399.24,"$237,000","Mutual Funds: $158.0K; Exchange Traded Funds (ETF): $48.5K; Bank Accts, Money Market Accts & CDs: $25.0K",,,,
S001159,Marilyn,Strickland,,2462579.01,"$2,463,000","Defined Benefit Pension: $925.0K; Bank Accts, Money Market Accts & CDs: $615.0K; Mutual Funds: $441.5K; Exchange Traded Funds (ETF): $256.0K; Whole/Universal Insurance: $73.0K",,,,
S001220,Dale,Strong,W.,20126000.00,"$20,126,000","Real Property: $18.4M; Mutual Funds: $1.1M; Bank Accts, Money Market Accts & CDs: $458.0K; Ownership Interest (Trade or Business): $75.0K; Other: $24.0K",,,,
S001188,Marlin,Stutzman,A.,54375000.00,"$54,375,000",Ownership Interest (Trade or Business): $51.4M; Farms: $3.0M,,,,
S001230,Suhas,Subramanyam,,2755029.35,"$2,755,000","Exchange Traded Funds (ETF): $865.5K; Bank Accts, Money Market Accts & CDs: $774.0K; Mutual Funds: $707.5K; Other: $140.0K; Fixed Annuity: $83.0K",,,,
S001198,Dan,Sullivan,,8226705.42,"$8,227,000","Corporate Securities, Stock: $3.0M; Mutual Fund: $2.4M; Mutual Funds, ETF/Note: $1.8M; Mutual Funds, Stable Value Fund: $383.0K; Real Estate, Residential: $375.0K",Information Technology: 21; Health Care: 17; Materials: 16; Communication Services: 14; Consumer Discretionary: 13,,,
S001201,Thomas,Suozzi,R.,12221723.85,"$12,222,000",Stock: $7.2M; Real Property: $1.4M; Ownership Interest (Trade or Business): $623.0K; Whole/Universal Insurance: $250.0K; Hedge Funds & Private Equity Funds (EIF): $190.5K,Information Technology: 151; Consumer Discretionary: 90; Industrials: 72; Health Care: 68; Financials: 61,,,
S001193,Eric,Swalwell,,415500.00,"$416,000","Ownership Interest (Trade or Business): $375.0K; Bank Accts, Money Market Accts & CDs: $32.5K; Pensions: $8.0K",,,,
S001223,Emilia Strong,Sykes,,538500.00,"$538,000","Pensions: $450.0K; Mutual Funds: $64.5K; Bank Accts, Money Market Accts & CDs: $16.0K; Other: $8.0K",,,,
T000472,Mark,Takano,,332000.00,"$332,000","Fixed Annuity: $175.0K; Whole/Universal Insurance: $75.0K; Bank Accts, Money Market Accts & CDs: $49.5K; Mutual Funds: $32.5K",,,,
T000490,David,Taylor,J.,16690423.77,"$16,690,000",Stock (Not Publicly Traded): $15.0M; Stock: $665.6K; Real Property: $375.0K; Mutual Funds: $229.0K; Ownership Interest (Trade or Business): $175.0K,Information Technology: 13; Consumer Staples: 10; Financials: 8; Communication Services: 7; Health Care: 6,,,
T000478,Claudia,Tenney,,1342804.69,"$1,343,000","Pensions: $655.0K; Mutual Funds: $367.0K; Exchange Traded Funds (ETF): $131.5K; Bank Accts, Money Market Accts & CDs: $121.5K; Govt Securities & Agency Debt: $32.5K",,,,
T000488,Shri,Thanedar,,40632615.55,"$40,633,000",Mutual Funds: $22.1M; Real Estate Invest. Trust (REIT): $6.0M; Exchange Traded Funds (ETF): $5.4M; Exchange Traded Notes: $3.0M; Stock: $2.3M,Financials: 12; Consumer Discretionary: 11; Information Technology: 9; Communication Services: 8; Health Care: 3,,,
T000193,Bennie,Thompson,G.,3252437.42,"$3,252,000","Fixed Annuity: $1.6M; IRA (Held in Cash): $750.0K; Bank Accts, Money Market Accts & CDs: $732.5K; Real Property: $112.5K; Ownership Interest (Trade or Business): $32.5K",,,,
T000467,Glenn,Thompson,,320000.00,"$320,000","Fixed Annuity: $175.0K; Other: $80.5K; Bank Accts, Money Market Accts & CDs: $40.5K; Whole/Universal Insurance: $16.0K; Mutual Funds: $8.0K",,,,
T000460,Mike,Thompson,,,,,,,,
T000250,John,Thune,,740107.59,"$740,000","Mutual Fund: $523.0K; Mutual Funds, ETF/Note: $99.0K; Bank Deposit: $89.0K; Corporate Securities, Stock: $8.0K",Real Estate: 1,,,
T000165,Thomas,Tiffany,P.,296000.00,"$296,000","Bank Accts, Money Market Accts & CDs: $130.0K; Mutual Funds: $75.0K; Pensions: $75.0K; Real Property: $8.0K; Other: $8.0K",,,,
T000476,Thomas,Tillis,,7858849.01,"$7,859,000","Real Estate, Residential: $4.1M; Mutual Fund: $1.6M; Mutual Funds, ETF/Note: $1.4M; Corporate Securities, Stock: $175.0K; Retirement Plans, Benefit Pension: $107.5K",Industrials: 19; Information Technology: 17; Health Care: 12; Financials: 11; Consumer Discretionary: 11,,,
T000480,William,Timmons,R.,21345500.00,"$21,346,000",Real Property: $15.0M; Stock (Not Publicly Traded): $3.0M; COMMERICAL LAND: $3.0M; Other: $207.5K; Corporate Securities (Bonds & Notes): $65.0K,Information Technology: 4; Health Care: 4; Consumer Discretionary: 4; Financials: 2; Consumer Staples: 2,,,
T000468,Dina,Titus,,,,,,,,
T000481,Rashida,Tlaib,,490500.00,"$490,000","Real Property: $175.0K; Other: $97.0K; 5F: $89.0K; Mutual Funds: $89.0K; Bank Accts, Money Market Accts & CDs: $32.5K",,,,
T000487,Jill,Tokuda,N.,809246.85,"$809,000","Mutual Funds: $616.0K; Bank Accts, Money Market Accts & CDs: $131.5K; Exchange Traded Funds (ETF): $40.0K; IRA (Held in Cash): $16.0K",,,,
T000469,Paul,Tonko,,32500.00,"$32,000","Bank Accts, Money Market Accts & CDs: $32.5K",,,,
T000474,Norma,Torres,J.,115500.00,"$116,000",Pensions: $107.5K; Ownership Interest (Trade or Business): $8.0K,,,,
T000486,Ritchie,Torres,,655530.61,"$656,000","Stock: $448.0K; Defined Benefit Pension: $75.0K; Govt Securities & Agency Debt: $72.0K; Bank Accts, Money Market Accts & CDs: $40.5K; Mutual Funds: $8.0K",Information Technology: 21; Financials: 19; Industrials: 15; Real Estate: 14; Energy: 11,,,
T000482,Lori,Trahan,,34190749.81,"$34,191,000","Real Property: $18.9M; Ownership Interest (Trade or Business): $9.1M; Bank Accts, Money Market Accts & CDs: $3.4M; Exchange Traded Funds (ETF): $2.0M; Other: $375.0K",Industrials: 1,,,
T000491,Derek,Tran,,4611886.64,"$4,612,000",Ownership Interest (Trade or Business): $6.8M; Real Property: $1.5M; Mutual Funds: $341.0K; Fixed Annuity: $150.0K; Stock: $144.0K,,,,
T000278,Tommy,Tuberville,,5905910.10,"$5,906,000","Corporate Securities, Stock: $2.7M; Mutual Funds, ETF/Note: $847.5K; Real Estate, Residential: $750.0K; Bank Deposit: $598.0K; Mutual Fund: $464.5K",Information Technology: 300; Materials: 215; Financials: 134; Health Care: 94; Industrials: 91,,,
T000463,Michael,Turner,R.,405810.74,"$406,000",Exchange Traded Funds (ETF): $297.0K; Mutual Funds: $40.5K; Pensions: $32.5K,Energy: 2,,,
T000489,Sylvester,Turner,,,,,,,,
U000040,Lauren,Underwood,,89500.00,"$90,000","Mutual Funds: $65.0K; Bank Accts, Money Market Accts & CDs: $24.5K",,,,
V000129,David,Valadao,G.,3000000.00,"$3,000,000",Ownership Interest (Trade or Business): $3.0M,,,,
V000133,Jefferson,Van Drew,,,,,,,,
V000134,Beth,Van Duyne,,145474.37,"$145,000",Mutual Funds: $137.5K; Stock: $8.0K,,,,
V000128,Chris,Van Hollen,,,,,Communication Services: 2; Consumer Discretionary: 2; Industrials: 1; Health Care: 1; Consumer Staples: 1,,,
V000135,Derrick,Van Orden,,99000.00,"$99,000","Whole/Universal Insurance: $83.0K; Bank Accts, Money Market Accts & CDs: $16.0K",,,,
V000130,Juan,Vargas,,9665500.00,"$9,666,000","Real Property: $6.4M; Mutual Funds: $3.2M; Collectibles: $107.5K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
V000136,Gabe,Vasquez,,24000.00,"$24,000","IRA (Held in Cash): $16.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
V000131,Marc,Veasey,A.,163168.31,"$163,000","Mutual Funds: $131.0K; Bank Accts, Money Market Accts & CDs: $16.0K; Exchange Traded Funds (ETF): $8.0K; Defined Benefit Pension: $8.0K",Financials: 2,,,
V000081,Nydia,Velázquez,M.,750000.00,"$750,000",Real Property: $750.0K,,,,
V000138,Eugene Simon,Vindman,,335284.24,"$335,000",5F: $199.0K; Exchange Traded Funds (ETF): $75.0K; Mutual Funds: $32.0K,,,,
W000812,Ann,Wagner,,26439206.18,"$26,439,000",Exchange Traded Funds (ETF): $8.6M; Mutual Funds: $7.1M; Govt Securities & Agency Debt: $4.1M; Hedge Funds & Private Equity Funds (EIF): $3.4M; Whole/Universal Insurance: $1.2M,Other: 8,,,
W000798,Tim,Walberg,,410935.04,"$411,000",Mutual Funds: $326.5K; Exchange Traded Funds (ETF): $32.5K; RF: $32.5K; Other: $8.0K; Fixed Annuity: $8.0K,,,,
W000823,Michael,Waltz,,9346317.21,"$9,346,000","Exchange Traded Funds (ETF): $4.8M; Mutual Funds: $2.2M; Hedge Funds & Private Equity Funds (EIF): $1.2M; Other: $150.0K; Bank Accts, Money Market Accts & CDs: $114.0K",Other: 6,,,
W000805,Mark,Warner,R.,202505286.79,"$202,505,000","Mutual Funds, ETF/Note: $90.2M; Investment Fund, Private Equity Fund: $28.3M; Govt Securities, Municipal Security: $26.9M; Mutual Fund: $18.0M; Other Securities: $10.1M",Industrials: 3; Communication Services: 3; Health Care: 3,,,
