bioguide_id,first_name,last_name,middle_name,net_worth_estimate,normalized_net_worth,top_holdings,top_traded_sectors
P000608,Scott,Peters,H.,59185767.88,"$59,185,768","Government Securities and Agency Debt: $14,872,501; Exchange Traded Funds (ETF): $13,670,000; Mutual Funds: $8,540,500; Ownership Interest (Engaged in a Trade or Business): $4,458,000; Stock: $3,000,000",Financials: 104; Health Care: 61; Information Technology: 47; Industrials: 45; Energy: 33
P000620,Brittany,Pettersen,,855000.00,"$855,000","Real Property: $750,000; Bank Accounts, Money Market Accounts and CDs: $40,500; 5F: $32,500; Mutual Funds: $24,000; Ownership Interest (Engaged in a Trade or Business): $8,000",
P000048,August,Pfluger,,1626298.32,"$1,626,298","Real Property: $750,000; Ownership Interest (Engaged in a Trade or Business): $333,000; Stock: $233,000; Mutual Funds: $202,500; Bank Accounts, Money Market Accounts and CDs: $73,000",Communication Services: 10; Financials: 5; Consumer Discretionary: 4; Information Technology: 1
P000597,Chellie,Pingree,,7385032.63,"$7,385,033","Real Property: $3,000,000; Hedge Funds & Private Equity Funds (EIF): $3,000,000; Exchange Traded Funds (ETF): $767,500; Bank Accounts, Money Market Accounts and CDs: $550,000",Other: 25
P000610,Stacey,Plaskett,E.,,,,
P000607,Mark,Pocan,,1328000.00,"$1,328,000","Ownership Interest (Engaged in a Trade or Business): $750,000; Bank Accounts, Money Market Accounts and CDs: $375,000; Mutual Funds: $138,000; Government Securities and Agency Debt: $65,000",Other: 2
P000621,Nellie,Pou,,1144485.81,"$1,144,486","Bank Accounts, Money Market Accounts and CDs: $565,500; Other: $375,000; Mutual Funds: $107,500; Debts Owed to the Filer: $32,500; Exchange Traded Funds (ETF): $32,500",
P000617,Ayanna,Pressley,,5250000.00,"$5,250,000","Real Property: $5,250,000",
Q000023,Mike,Quigley,,,,,
R000600,Aumua Amata Coleman,Radewagen,,193000.00,"$193,000","Mutual Funds: $120,000; Real Property: $32,500; Other: $32,500; Bank Accounts, Money Market Accounts and CDs: $8,000",
R000617,Delia,Ramirez,C.,825000.00,"$825,000","Real Property: $750,000; Ownership Interest (Engaged in a Trade or Business): $75,000",
R000621,Emily,Randall,,112958.08,"$112,958","Mutual Funds: $75,000; Bank Accounts, Money Market Accounts and CDs: $16,000; Stock: $16,000; IRA (Held in Cash): $8,000",Health Care: 3; Consumer Staples: 3; Communication Services: 2; Industrials: 1; Financials: 1
R000606,Jamie,Raskin,,6567978.91,"$6,567,979","Mutual Funds: $2,811,500; Exchange Traded Funds (ETF): $1,840,500; Pensions: $750,000; Bank Accounts, Money Market Accounts and CDs: $489,500; Fixed Annuity: $350,000",Materials: 1
R000122,Jack,Reed,,325233.27,"$325,233","Mutual Funds, Exchange Traded Fund/Note: $201,500; Bank Deposit: $48,500; Mutual Funds, Mutual Fund: $40,000",Health Care: 68; Information Technology: 48; Industrials: 15; Consumer Staples: 14; Financials: 10
R000610,Guy,Reschenthaler,,347000.00,"$347,000","Mutual Funds: $282,500; Bank Accounts, Money Market Accounts and CDs: $40,500; CT: $24,000",Other: 6
R000618,Pete,Ricketts,,205045005.01,"$205,045,005","Corporate Securities, Stock: $63,008,000; Mutual Funds, Exchange Traded Fund/Note: $37,197,500; Bank Deposit: $24,302,500; Real Estate, Unimproved Land: $18,000,000; Real Estate, Residential: $9,000,000",Health Care: 6; Industrials: 4; Consumer Staples: 3; Energy: 2; Materials: 2
R000622,Josh,Riley,,1574493.10,"$1,574,493","Mutual Funds: $927,500; Exchange Traded Funds (ETF): $375,000; RS: $175,000; Bank Accounts, Money Market Accounts and CDs: $16,500; Stock (Not Publicly Traded): $8,000",
R000584,James,Risch,E.,56534729.81,"$56,534,730","Farm: $33,000,000; Real Estate, Commercial: $15,375,000; Corporate Securities, Non-Public Stock: $3,375,000; Real Estate, Residential: $2,250,000; Accounts Receivable, From a Business: $1,125,000",
R000620,Luz,Rivas,M.,3083000.00,"$3,083,000","Real Property: $3,000,000; Mutual Funds: $83,000",
R000395,Harold,Rogers,,,,,Consumer Discretionary: 1
R000575,Mike,Rogers,D.,,,,
R000612,John,Rose,W.,57963307.28,"$57,963,307","Ownership Interest (Engaged in a Trade or Business): $16,122,000; Debts Owed to the Filer: $15,750,000; Farms: $15,000,000; Mutual Funds: $4,520,500; Stock (Not Publicly Traded): $4,232,500",Communication Services: 4; Financials: 3; Information Technology: 2; Energy: 2; Industrials: 1
R000608,Jacky,Rosen,,16907510.98,"$16,907,511","Mutual Funds, Mutual Fund: $11,014,500; Corporate Securities, Stock: $3,346,000; Mutual Funds, Exchange Traded Fund/Note: $1,358,500; Bank Deposit: $430,000",Industrials: 5; Information Technology: 5; Communication Services: 4; Health Care: 4; Consumer Discretionary: 3
R000305,Deborah,Ross,K.,5584914.07,"$5,584,914","Real Property: $1,950,000; Mutual Funds: $1,777,500; Exchange Traded Funds (ETF): $1,065,500; Stock: $348,500; Bank Accounts, Money Market Accounts and CDs: $221,500",Information Technology: 15; Materials: 3; Communication Services: 2; Consumer Discretionary: 1; Health Care: 1
R000605,Mike,Rounds,,9203427.74,"$9,203,428","Mutual Funds, Exchange Traded Fund/Note: $3,449,000; Farm: $3,375,000; Business Entity, Limited Liability Company (LLC): $790,500; Bank Deposit: $640,500; Real Estate, Commercial: $612,500",Other: 10
R000603,David,Rouzer,,942120.72,"$942,121","Mutual Funds: $625,000; Exchange Traded Funds (ETF): $210,000; Stock: $48,500; Bank Accounts, Money Market Accounts and CDs: $16,000; IRA (Held in Cash): $8,000",Communication Services: 2; Financials: 2; Consumer Staples: 2; Information Technology: 2; Consumer Discretionary: 1
R000614,Chip,Roy,,1341698.19,"$1,341,698","Mutual Funds: $455,500; Bank Accounts, Money Market Accounts and CDs: $407,000; Other: $350,000; Stock: $175,000; Pensions: $40,500",Energy: 5; Communication Services: 1
R000595,Marco,Rubio,,3103788.04,"$3,103,788","Real Estate, Residential: $3,000,000; Education Savings Plans, 529 Prepaid Tuition: $48,500; Mutual Funds, Mutual Fund: $32,500; Bank Deposit: $16,000; Corporate Securities, Stock: $8,000",Information Technology: 1; Consumer Staples: 1
R000599,Raul,Ruiz,,737055.06,"$737,055","Exchange Traded Funds (ETF): $453,500; Mutual Funds: $113,500; Bank Accounts, Money Market Accounts and CDs: $107,500; 5F: $16,000; IRA (Held in Cash): $8,000",Information Technology: 4; Industrials: 2; Financials: 2; Consumer Staples: 1
R000619,Michael,Rulli,A.,26911000.00,"$26,911,000","Real Property: $21,375,000; Other: $3,750,000; Whole/Universal Insurance: $1,500,000; Bank Accounts, Money Market Accounts and CDs: $253,500; Pensions: $32,500",
R000609,John,Rutherford,H.,1151777.00,"$1,151,777","Real Property: $375,000; Whole/Universal Insurance: $375,000; Exchange Traded Funds (ETF): $186,000; Bank Accounts, Money Market Accounts and CDs: $107,500; Mutual Funds: $40,500",Financials: 45; Health Care: 30; Consumer Staples: 23; Industrials: 22; Energy: 19
R000579,Patrick,Ryan,,3034041.52,"$3,034,042","Mutual Funds: $1,702,500; Stock: $651,000; Bank Accounts, Money Market Accounts and CDs: $355,000; Stock (Not Publicly Traded): $183,000; 5F: $65,000",
S000168,Maria Elvira,Salazar,,2165105.56,"$2,165,106","Mutual Funds: $939,000; Exchange Traded Funds (ETF): $654,500; IRA (Held in Cash): $183,000; 5F: $107,500; Stock: $82,500",Energy: 10; Utilities: 4; Health Care: 2
S001226,Andrea,Salinas,,763459.61,"$763,460","Mutual Funds: $326,500; Exchange Traded Funds (ETF): $318,500; Bank Accounts, Money Market Accounts and CDs: $83,000; IRA (Held in Cash): $8,000",
S001156,Linda,Sánchez,T.,1558334.69,"$1,558,335","Real Property: $1,500,000; 5F: $32,500; Bank Accounts, Money Market Accounts and CDs: $8,500; Pensions: $8,000; Stock: $8,000",Communication Services: 3; Financials: 3; Information Technology: 2; Health Care: 2; Consumer Discretionary: 2
S000033,Bernard,Sanders,,1154000.00,"$1,154,000","Mutual Funds, Mutual Fund: $648,500; Bank Deposit: $422,500; Annuity, Fixed: $83,000",
S001176,Steve,Scalise,,8000.00,"$8,000","Bank Accounts, Money Market Accounts and CDs: $8,000",
S001205,Mary Gay,Scanlon,,10092083.76,"$10,092,084","Mutual Funds: $6,359,500; Fixed Annuity: $1,125,000; Bank Accounts, Money Market Accounts and CDs: $989,500; Whole/Universal Insurance: $937,500; Exchange Traded Funds (ETF): $269,000",Materials: 4; Utilities: 3; Information Technology: 1
S001145,Janice,Schakowsky,D.,586000.00,"$586,000","Mutual Funds: $440,000; Bank Accounts, Money Market Accounts and CDs: $105,500; Whole/Universal Insurance: $32,500; 529 Prepaid Tuition Plan: $8,000",
S001194,Brian,Schatz,,4808500.00,"$4,808,500","Real Estate, Residential: $4,200,000; Mutual Funds, Mutual Fund: $576,000; Bank Deposit: $32,500",
S001150,Adam,Schiff,B.,2089336.28,"$2,089,336","Mutual Funds, Mutual Fund: $875,000; Mutual Funds, Exchange Traded Fund/Note: $832,500; Corporate Securities, Stock: $175,000; Annuity, Fixed: $32,500; Bank Deposit: $16,000",Health Care: 2; Information Technology: 1
S001228,Derek,Schmidt,,3441771.46,"$3,441,771","Exchange Traded Funds (ETF): $1,134,000; Mutual Funds: $770,000; Real Property: $725,000; Bank Accounts, Money Market Accounts and CDs: $330,000; 5F: $250,000",
S001227,Eric,Schmitt,,1009518.42,"$1,009,518","Mutual Funds, Exchange Traded Fund/Note: $563,000; Life Insurance, Whole: $150,000; Government Securities, US Treasury/Agency Security: $129,500; Retirement Plans, Defined Benefit Pension Plan: $32,500; Mutual Funds, Mutual Fund: $24,000",
S001190,Bradley Scott,Schneider,,9636116.02,"$9,636,116","Hedge Funds & Private Equity Funds (EIF): $4,692,000; Mutual Funds: $1,163,000; Exchange Traded Funds (ETF): $900,000; Bank Accounts, Money Market Accounts and CDs: $439,000; Real Property: $375,000",Information Technology: 31; Financials: 27; Consumer Discretionary: 24; Health Care: 17; Industrials: 12
S001221,Hillary,Scholten,J.,597335.37,"$597,335","Mutual Funds: $321,500; Exchange Traded Funds (ETF): $184,000; Fixed Annuity: $32,500; Bank Accounts, Money Market Accounts and CDs: $32,000",
S001216,Kim,Schrier,,29804768.47,"$29,804,768","Excepted/Qualified Blind Trust: $12,550,000; Exchange Traded Funds (ETF): $2,651,000; Mutual Funds: $974,000; Bank Accounts, Money Market Accounts and CDs: $790,500; Stock: $107,500",Information Technology: 19; Consumer Discretionary: 5; Health Care: 4; Industrials: 4; Financials: 3
S000148,Charles,Schumer,E.,2001000.00,"$2,001,000","Mutual Funds, Mutual Fund: $1,072,000; Annuity, Fixed: $382,500; Bank Deposit: $306,500; Deferred Compensation: $175,000; Business Entity, Limited Liability Company (LLC): $65,000",
S001183,David,Schweikert,,703500.00,"$703,500","Mutual Funds: $703,500",
S001189,Austin,Scott,,1634656.05,"$1,634,656","Bank Accounts, Money Market Accounts and CDs: $607,000; Real Property: $582,500; Other: $191,000; Stock: $106,500; Mutual Funds: $72,500",Industrials: 53; Energy: 8; Consumer Discretionary: 4; Health Care: 2; Communication Services: 2
S001157,David,Scott,,3259398.81,"$3,259,399","Real Property: $3,000,000; Whole/Universal Insurance: $250,000; Stock: $8,000",
S001217,Rick,Scott,,504929514.79,"$504,929,515","Investment Fund, Private Equity Fund: $115,685,000; Investment Fund, Hedge Fund: $63,032,000; Real Estate, Residential: $40,500,000; Government Securities, US Treasury/Agency Security: $38,314,000; Personal Property, Other: $37,675,000",Information Technology: 3
S000185,Robert,Scott,C.,1731154.54,"$1,731,155","Mutual Funds: $919,000; Exchange Traded Funds (ETF): $615,000; Stock: $89,000; Bank Accounts, Money Market Accounts and CDs: $48,500",Materials: 5; Industrials: 4; Consumer Staples: 3; Financials: 2; Information Technology: 2
S001184,Tim,Scott,,5805932.40,"$5,805,932","Government Securities, US Treasury/Agency Security: $6,000,000; Mutual Funds, Mutual Fund: $2,793,000; Real Estate, Residential: $1,050,000; Corporate Securities, Stock: $1,024,000; Bank Deposit: $328,000",
S001224,Keith,Self,,,,,Other: 2
S000250,Pete,Sessions,,9789556.93,"$9,789,557","Mutual Funds: $3,563,500; Stock: $2,746,500; Real Property: $1,300,000; Bank Accounts, Money Market Accounts and CDs: $681,500; Exchange Traded Funds (ETF): $220,500",Information Technology: 62; Financials: 48; Consumer Discretionary: 48; Consumer Staples: 38; Health Care: 36
S001185,Terri,Sewell,A.,532927.15,"$532,927","Mutual Funds: $328,500; Stock: $91,000; Bank Accounts, Money Market Accounts and CDs: $32,500; IRA (Held in Cash): $8,000",Information Technology: 2
S001181,Jeanne,Shaheen,,7822500.00,"$7,822,500","Real Estate, Commercial: $2,325,000; Business Entity, Limited Liability Company (LLC): $1,925,000; Bank Deposit: $1,675,000; Real Estate, Residential: $925,000; Accounts Receivable, From an Individual: $765,000",Other: 3
S001232,Tim,Sheehy,Patrick,151637586.97,"$151,637,587","Accounts Receivable, From a Business: $56,250,000; Real Estate, Residential: $30,000,000; Corporate Securities, Stock: $21,750,000; Business Entity, Limited Liability Company (LLC): $18,466,000; Mutual Funds, Mutual Fund: $9,358,000",
S000344,Brad,Sherman,,,,,Other: 19
S001207,Mikie,Sherrill,,14672262.52,"$14,672,263","Mutual Funds: $4,858,000; Exchange Traded Funds (ETF): $4,761,000; Real Property: $3,000,000; Whole/Universal Insurance: $775,000; Bank Accounts, Money Market Accounts and CDs: $490,000",Financials: 50; Health Care: 41; Information Technology: 25; Industrials: 19; Consumer Discretionary: 18
S001229,Jefferson,Shreve,,600870716.41,"$600,870,716","Options: $177,150,000; Corporate Securities (Bonds and Notes): $120,091,000; Fixed Annuity: $90,000,000; Real Estate Invest. Trust (REIT): $48,000,000; Bank Accounts, Money Market Accounts and CDs: $42,641,000",Information Technology: 118; Financials: 79; Industrials: 79; Health Care: 66; Consumer Discretionary: 60
S001231,Lateefah,Simon,,229246.78,"$229,247","Mutual Funds: $175,000; Exchange Traded Funds (ETF): $48,000",
S001148,Michael,Simpson,K.,1258332.94,"$1,258,333","Stock: $847,500; PM: $375,000",Materials: 9; Financials: 7; Energy: 7; Industrials: 4; Information Technology: 3
S001208,Elissa,Slotkin,,462735.41,"$462,735","Bank Deposit: $423,500; Corporate Securities, Stock: $40,500",
S000510,Adam,Smith,,633280.85,"$633,281","Mutual Funds: $183,000; Stock: $160,000; Bank Accounts, Money Market Accounts and CDs: $148,000; Other: $75,500; Pensions: $32,500",Information Technology: 1; Financials: 1; Communication Services: 1; Materials: 1; Consumer Staples: 1
S001172,Adrian,Smith,,2861500.00,"$2,861,500","Real Property: $1,650,000; Bank Accounts, Money Market Accounts and CDs: $398,500; Ownership Interest (Engaged in a Trade or Business): $375,000; Mutual Funds: $175,000; Stock (Not Publicly Traded): $150,000",Other: 9
S000522,Christopher,Smith,H.,240000.00,"$240,000","Bank Accounts, Money Market Accounts and CDs: $240,000",
S001195,Jason,Smith,,2295000.00,"$2,295,000","Real Property: $1,113,500; Other: $758,000; Farms: $375,000; Mutual Funds: $32,500; Whole/Universal Insurance: $8,000",
S001203,Tina,Smith,,5961751.63,"$5,961,752","Corporate Securities, Stock: $4,160,500; Mutual Funds, Mutual Fund: $765,500; Investment Fund, Private Equity Fund: $350,000; Bank Deposit: $298,500; Corporate Securities, Non-Public Stock: $83,000",Health Care: 20; Consumer Staples: 2; Utilities: 1; Financials: 1
S001199,Lloyd,Smucker,,3106612.67,"$3,106,613","Ownership Interest (Engaged in a Trade or Business): $3,016,000; Stock: $32,500; Stock (Not Publicly Traded): $32,500; Bank Accounts, Money Market Accounts and CDs: $16,000; Whole/Universal Insurance: $8,000",Information Technology: 13; Health Care: 4; Communication Services: 3; Industrials: 1; Financials: 1
S001225,Eric,Sorensen,,83000.00,"$83,000","Mutual Funds: $75,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
S001200,Darren,Soto,,833000.00,"$833,000","Real Property: $750,000; IRA (Held in Cash): $75,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
S000929,Victoria,Spartz,,25482169.63,"$25,482,170","Real Property: $18,550,000; Farms: $3,000,000; Ownership Interest (Engaged in a Trade or Business): $3,000,000; Stock: $766,000; IRA (Held in Cash): $107,500",Real Estate: 23; Industrials: 3
S001218,Melanie,Stansbury,A.,175000.00,"$175,000","Bank Accounts, Money Market Accounts and CDs: $175,000",
S001211,Greg,Stanton,,2021755.56,"$2,021,756","Exchange Traded Funds (ETF): $590,500; Mutual Funds: $473,500; Stock: $375,000; Bank Accounts, Money Market Accounts and CDs: $223,500; 529 Prepaid Tuition Plan: $170,500",Information Technology: 41; Health Care: 37; Financials: 28; Communication Services: 18; Industrials: 17
S001212,Pete,Stauber,,1935000.00,"$1,935,000","Pensions: $1,271,000; Real Property: $425,000; Ownership Interest (Engaged in a Trade or Business): $140,000; Bank Accounts, Money Market Accounts and CDs: $83,000; Debts Owed to the Filer: $16,000",
S001196,Elise,Stefanik,M.,,,,
S001213,Bryan,Steil,,2021221.97,"$2,021,222","Mutual Funds: $1,362,500; Bank Accounts, Money Market Accounts and CDs: $458,000; Stock: $131,500; IRA (Held in Cash): $8,000",Financials: 6; Health Care: 1
S001214,W. Gregory,Steube,Gregory,822029.00,"$822,029","Exchange Traded Funds (ETF): $508,500; Bank Accounts, Money Market Accounts and CDs: $89,000; Stock: $75,000; Ownership Interest (Engaged in a Trade or Business): $75,000; Real Property: $8,000",Financials: 18
S001215,Haley,Stevens,M.,236142.75,"$236,143","Mutual Funds: $158,000; Exchange Traded Funds (ETF): $48,500; Bank Accounts, Money Market Accounts and CDs: $25,000",
S001159,Marilyn,Strickland,,2458007.92,"$2,458,008","Defined Benefit Pension: $925,000; Bank Accounts, Money Market Accounts and CDs: $615,000; Mutual Funds: $441,500; Exchange Traded Funds (ETF): $256,000; Whole/Universal Insurance: $73,000",
S001220,Dale,Strong,W.,20126000.00,"$20,126,000","Real Property: $18,425,000; Mutual Funds: $1,136,000; Bank Accounts, Money Market Accounts and CDs: $458,000; Ownership Interest (Engaged in a Trade or Business): $75,000; Other: $24,000",
S001188,Marlin,Stutzman,A.,54375000.00,"$54,375,000","Ownership Interest (Engaged in a Trade or Business): $51,375,000; Farms: $3,000,000",
S001230,Suhas,Subramanyam,,2734585.56,"$2,734,586","Exchange Traded Funds (ETF): $865,500; Bank Accounts, Money Market Accounts and CDs: $774,000; Mutual Funds: $707,500; Other: $140,000; Fixed Annuity: $83,000",
S001198,Dan,Sullivan,,8324432.73,"$8,324,433","Corporate Securities, Stock: $3,000,000; Mutual Funds, Mutual Fund: $2,356,500; Mutual Funds, Exchange Traded Fund/Note: $1,831,000; Mutual Funds, Stable Value Fund: $383,000; Real Estate, Residential: $375,000",Information Technology: 21; Health Care: 17; Materials: 16; Communication Services: 14; Consumer Discretionary: 13
S001201,Thomas,Suozzi,R.,12652632.19,"$12,652,632","Stock: $7,169,500; Real Property: $1,416,000; Ownership Interest (Engaged in a Trade or Business): $623,000; Whole/Universal Insurance: $250,000; Hedge Funds & Private Equity Funds (EIF): $190,500",Information Technology: 151; Consumer Discretionary: 90; Industrials: 72; Health Care: 68; Financials: 61
S001193,Eric,Swalwell,,415500.00,"$415,500","Ownership Interest (Engaged in a Trade or Business): $375,000; Bank Accounts, Money Market Accounts and CDs: $32,500; Pensions: $8,000",
S001223,Emilia Strong,Sykes,,538500.00,"$538,500","Pensions: $450,000; Mutual Funds: $64,500; Bank Accounts, Money Market Accounts and CDs: $16,000; Other: $8,000",
T000472,Mark,Takano,,332000.00,"$332,000","Fixed Annuity: $175,000; Whole/Universal Insurance: $75,000; Bank Accounts, Money Market Accounts and CDs: $49,500; Mutual Funds: $32,500",
T000490,David,Taylor,J.,16671772.80,"$16,671,773","Stock (Not Publicly Traded): $15,000,000; Stock: $665,600; Real Property: $375,000; Mutual Funds: $229,000; Ownership Interest (Engaged in a Trade or Business): $175,000",Information Technology: 9; Financials: 8; Health Care: 6; Consumer Staples: 6; Communication Services: 5
T000478,Claudia,Tenney,,1343592.08,"$1,343,592","Pensions: $655,000; Mutual Funds: $367,000; Exchange Traded Funds (ETF): $131,500; Bank Accounts, Money Market Accounts and CDs: $121,500; Stock: $32,500",
T000488,Shri,Thanedar,,41321568.61,"$41,321,569","Mutual Funds: $22,140,501; Real Estate Invest. Trust (REIT): $6,000,000; Exchange Traded Funds (ETF): $5,357,501; Exchange Traded Notes: $3,000,000; Stock: $2,332,500",Financials: 12; Consumer Discretionary: 11; Information Technology: 9; Communication Services: 8; Health Care: 3
T000193,Bennie,Thompson,G.,3250864.66,"$3,250,865","Fixed Annuity: $1,607,500; IRA (Held in Cash): $750,000; Bank Accounts, Money Market Accounts and CDs: $732,500; Real Property: $112,500; Ownership Interest (Engaged in a Trade or Business): $32,500",
T000467,Glenn,Thompson,,320000.00,"$320,000","Fixed Annuity: $175,000; Other: $80,500; Bank Accounts, Money Market Accounts and CDs: $40,500; Whole/Universal Insurance: $16,000; Mutual Funds: $8,000",
T000460,Mike,Thompson,,,,,
T000250,John,Thune,,736238.82,"$736,239","Mutual Funds, Mutual Fund: $523,000; Mutual Funds, Exchange Traded Fund/Note: $99,000; Bank Deposit: $89,000; Corporate Securities, Stock: $8,000",Real Estate: 1
T000165,Thomas,Tiffany,P.,296000.00,"$296,000","Bank Accounts, Money Market Accounts and CDs: $130,000; Mutual Funds: $75,000; Pensions: $75,000; Real Property: $8,000; Other: $8,000",
T000476,Thomas,Tillis,,7819535.20,"$7,819,535","Real Estate, Residential: $4,125,000; Mutual Funds, Mutual Fund: $1,632,500; Mutual Funds, Exchange Traded Fund/Note: $1,450,000; Corporate Securities, Stock: $175,000; Retirement Plans, Defined Benefit Pension Plan: $107,500",Industrials: 19; Information Technology: 17; Health Care: 12; Financials: 11; Consumer Discretionary: 11
T000480,William,Timmons,R.,21345500.00,"$21,345,500","Real Property: $15,008,000; Stock (Not Publicly Traded): $3,032,500; COMMERICAL LAND: $3,000,000; Other: $207,500; Corporate Securities (Bonds and Notes): $65,000",Information Technology: 4; Health Care: 4; Consumer Discretionary: 4; Financials: 2; Consumer Staples: 2
T000468,Dina,Titus,,,,,
T000481,Rashida,Tlaib,,490500.00,"$490,500","Real Property: $175,000; Other: $97,000; 5F: $89,000; Mutual Funds: $89,000; Bank Accounts, Money Market Accounts and CDs: $32,500",
T000487,Jill,Tokuda,N.,807849.81,"$807,850","Mutual Funds: $616,000; Bank Accounts, Money Market Accounts and CDs: $131,500; Exchange Traded Funds (ETF): $40,000; IRA (Held in Cash): $16,000",
T000469,Paul,Tonko,,32500.00,"$32,500","Bank Accounts, Money Market Accounts and CDs: $32,500",
T000474,Norma,Torres,J.,115500.00,"$115,500","Pensions: $107,500; Ownership Interest (Engaged in a Trade or Business): $8,000",
T000486,Ritchie,Torres,,660820.32,"$660,820","Stock: $448,000; Defined Benefit Pension: $75,000; Government Securities and Agency Debt: $72,000; Bank Accounts, Money Market Accounts and CDs: $40,500; Mutual Funds: $8,000",Information Technology: 21; Financials: 19; Industrials: 15; Real Estate: 14; Energy: 11
T000482,Lori,Trahan,,34142251.28,"$34,142,251","Real Property: $18,925,000; Ownership Interest (Engaged in a Trade or Business): $9,080,500; Bank Accounts, Money Market Accounts and CDs: $3,431,500; Exchange Traded Funds (ETF): $1,957,500; Other: $375,000",Industrials: 1
T000491,Derek,Tran,,4608976.78,"$4,608,977","Ownership Interest (Engaged in a Trade or Business): $6,750,000; Real Property: $1,500,000; Mutual Funds: $341,000; Fixed Annuity: $150,000; Stock: $144,000",
T000278,Tommy,Tuberville,,5796234.73,"$5,796,235","Corporate Securities, Stock: $2,725,000; Mutual Funds, Exchange Traded Fund/Note: $847,500; Real Estate, Residential: $750,000; Bank Deposit: $598,000; Mutual Funds, Mutual Fund: $464,500",Information Technology: 300; Materials: 215; Financials: 134; Health Care: 94; Industrials: 91
T000463,Michael,Turner,R.,401904.01,"$401,904","Exchange Traded Funds (ETF): $297,000; Mutual Funds: $40,500; Pensions: $32,500",Energy: 2
T000489,Sylvester,Turner,,,,,
U000040,Lauren,Underwood,,89500.00,"$89,500","Mutual Funds: $65,000; Bank Accounts, Money Market Accounts and CDs: $24,500",
V000129,David,Valadao,G.,3000000.00,"$3,000,000","Ownership Interest (Engaged in a Trade or Business): $3,000,000",
V000133,Jefferson,Van Drew,,,,,
V000134,Beth,Van Duyne,,145610.45,"$145,610","Mutual Funds: $137,500; Stock: $8,000",
V000128,Chris,Van Hollen,,,,,Communication Services: 2; Consumer Discretionary: 2; Industrials: 1; Health Care: 1; Consumer Staples: 1
V000135,Derrick,Van Orden,,99000.00,"$99,000","Whole/Universal Insurance: $83,000; Bank Accounts, Money Market Accounts and CDs: $16,000",
V000130,Juan,Vargas,,9665500.00,"$9,665,500","Real Property: $6,375,000; Mutual Funds: $3,175,000; Collectibles: $107,500; Bank Accounts, Money Market Accounts and CDs: $8,000",
V000136,Gabe,Vasquez,,24000.00,"$24,000","IRA (Held in Cash): $16,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
V000131,Marc,Veasey,A.,163165.79,"$163,166","Mutual Funds: $131,000; Bank Accounts, Money Market Accounts and CDs: $16,000; Exchange Traded Funds (ETF): $8,000; Defined Benefit Pension: $8,000",Financials: 2
V000081,Nydia,Velázquez,M.,750000.00,"$750,000","Real Property: $750,000",
V000138,Eugene Simon,Vindman,,331295.69,"$331,296","5F: $199,000; Exchange Traded Funds (ETF): $75,000; Mutual Funds: $32,000",
W000812,Ann,Wagner,,26273357.44,"$26,273,357","Exchange Traded Funds (ETF): $8,613,000; Mutual Funds: $7,124,000; Government Securities and Agency Debt: $4,130,000; Hedge Funds & Private Equity Funds (EIF): $3,375,000; Whole/Universal Insurance: $1,195,500",Other: 7
W000798,Tim,Walberg,,410306.88,"$410,307","Mutual Funds: $326,500; RF: $32,500; Exchange Traded Funds (ETF): $32,500; Other: $8,000; Fixed Annuity: $8,000",
W000823,Michael,Waltz,,9268436.20,"$9,268,436","Exchange Traded Funds (ETF): $4,832,500; Mutual Funds: $2,157,500; Hedge Funds & Private Equity Funds (EIF): $1,200,000; Other: $150,000; Bank Accounts, Money Market Accounts and CDs: $114,000",Other: 6
W000805,Mark,Warner,R.,200048856.43,"$200,048,856","Mutual Funds, Exchange Traded Fund/Note: $90,175,000; Investment Fund, Private Equity Fund: $28,290,500; Government Securities, Municipal Security: $26,875,000; Mutual Funds, Mutual Fund: $18,032,500; Other Securities: $10,125,000",Industrials: 3; Communication Services: 3; Health Care: 3
W000790,Raphael,Warnock,G.,1447347.88,"$1,447,348","Mutual Funds, Mutual Fund: $2,091,000; Bank Deposit: $732,000; Mutual Funds, Exchange Traded Fund/Note: $65,000",
W000817,Elizabeth,Warren,,7089500.00,"$7,089,500","Mutual Funds, Mutual Fund: $4,923,500; Bank Deposit: $166,000",
W000797,Debbie,Wasserman Schultz,,546879.90,"$546,880","Real Property: $375,000; Stock: $99,000; Bank Accounts, Money Market Accounts and CDs: $32,500; Exchange Traded Funds (ETF): $8,000; IRA (Held in Cash): $8,000",Information Technology: 38; Financials: 23; Energy: 14; Materials: 12; Health Care: 10
W000187,Maxine,Waters,,3738000.00,"$3,738,000","Real Property: $3,048,500; Other: $350,000; Stock Appreciation Right: $175,000; Mutual Funds: $140,000; Bank Accounts, Money Market Accounts and CDs: $24,500",
W000822,Bonnie,Watson Coleman,,490500.00,"$490,500","Pensions: $407,500; Bank Accounts, Money Market Accounts and CDs: $83,000",
W000814,Randy,Weber,,852500.00,"$852,500","Real Property: $350,000; Ownership Interest (Engaged in a Trade or Business): $175,000; Bank Accounts, Money Market Accounts and CDs: $175,000; Mutual Funds: $120,000; Debts Owed to the Filer: $32,500",
