bioguide_id,first_name,last_name,middle_name,net_worth_estimate,top_holdings
T000193,Bennie,Thompson,G.,3251112.63,"Fixed Annuity: $1,607,500; IRA (Held in Cash): $750,000; Bank Accnts, Money Market Accnts & CDs: $732,500; Real Property: $112,500; Ownership Interest (Trade or Business): $32,500"
T000467,Glenn,Thompson,,320000.00,"Fixed Annuity: $175,000; Other: $80,500; Bank Accnts, Money Market Accnts & CDs: $40,500; Whole/Universal Insurance: $16,000; Mutual Funds: $8,000"
T000460,Mike,Thompson,,,
T000250,John,Thune,,736217.52,"Mutual Funds: $523,000; Mutual Funds, Exchange Traded Fund: $99,000; Bank Deposit: $89,000; Corporate Securities, Stock: $8,000"
T000165,Thomas,Tiffany,P.,296000.00,"Bank Accnts, Money Market Accnts & CDs: $130,000; Mutual Funds: $75,000; Pensions: $75,000; Other: $8,000; Real Property: $8,000"
T000476,Thomas,Tillis,,7816156.00,"Real Estate, Residential: $4,125,000; Mutual Funds: $1,632,500; Mutual Funds, Exchange Traded Fund: $1,450,000; Corporate Securities, Stock: $175,000; Retirement Plans, Defined Benefit Pension: $107,500"
T000480,William,Timmons,R.,21345500.00,"Real Property: $15,008,000; Stock (Not Publicly Traded): $3,032,500; COMMERICAL LAND: $3,000,000; Other: $207,500; Corporate Securities (Bonds & Notes): $65,000"
T000468,Dina,Titus,,,
T000481,Rashida,Tlaib,,490500.00,"Real Property: $175,000; Other: $97,000; Mutual Funds: $89,000; 5F: $89,000; Bank Accnts, Money Market Accnts & CDs: $32,500"
T000487,Jill,Tokuda,N.,808351.51,"Mutual Funds: $616,000; Bank Accnts, Money Market Accnts & CDs: $131,500; Exchange Traded Funds (ETF): $40,000; IRA (Held in Cash): $16,000"
T000469,Paul,Tonko,,32500.00,"Bank Accnts, Money Market Accnts & CDs: $32,500"
T000474,Norma,Torres,J.,115500.00,"Pensions: $107,500; Ownership Interest (Trade or Business): $8,000"
T000486,Ritchie,Torres,,661761.71,"Stock: $448,000; Defined Benefit Pension: $75,000; Govt Securities & Agency Debt: $72,000; Bank Accnts, Money Market Accnts & CDs: $40,500; Mutual Funds: $8,000"
T000482,Lori,Trahan,,34140971.14,"Real Property: $18,925,000; Ownership Interest (Trade or Business): $9,080,500; Bank Accnts, Money Market Accnts & CDs: $3,431,500; Exchange Traded Funds (ETF): $1,957,500; Other: $375,000"
T000491,Derek,Tran,,4609843.59,"Ownership Interest (Trade or Business): $6,750,000; Real Property: $1,500,000; Mutual Funds: $341,000; Fixed Annuity: $150,000; Stock: $144,000"
T000278,Tommy,Tuberville,,5789505.92,"Corporate Securities, Stock: $2,725,000; Mutual Funds, Exchange Traded Fund: $847,500; Real Estate, Residential: $750,000; Bank Deposit: $598,000; Mutual Funds: $464,500"
T000463,Michael,Turner,R.,402546.60,"Exchange Traded Funds (ETF): $297,000; Mutual Funds: $40,500; Pensions: $32,500"
T000489,Sylvester,Turner,,,
U000040,Lauren,Underwood,,89500.00,"Mutual Funds: $65,000; Bank Accnts, Money Market Accnts & CDs: $24,500"
V000129,David,Valadao,G.,3000000.00,"Ownership Interest (Trade or Business): $3,000,000"
V000133,Jefferson,Van Drew,,,
V000134,Beth,Van Duyne,,145632.11,"Mutual Funds: $137,500; Stock: $8,000"
V000128,Chris,Van Hollen,,,
V000135,Derrick,Van Orden,,99000.00,"Whole/Universal Insurance: $83,000; Bank Accnts, Money Market Accnts & CDs: $16,000"
V000130,Juan,Vargas,,9665500.00,"Real Property: $6,375,000; Mutual Funds: $3,175,000; Collectibles: $107,500; Bank Accnts, Money Market Accnts & CDs: $8,000"
V000136,Gabe,Vasquez,,24000.00,"IRA (Held in Cash): $16,000; Bank Accnts, Money Market Accnts & CDs: $8,000"
V000131,Marc,Veasey,A.,163164.12,"Mutual Funds: $131,000; Bank Accnts, Money Market Accnts & CDs: $16,000; Exchange Traded Funds (ETF): $8,000; Defined Benefit Pension: $8,000"
V000081,Nydia,Velázquez,M.,750000.00,"Real Property: $750,000"
V000138,Eugene Simon,Vindman,,330647.08,"5F: $199,000; Exchange Traded Funds (ETF): $75,000; Mutual Funds: $32,000"
W000812,Ann,Wagner,,26280310.89,"Exchange Traded Funds (ETF): $8,613,000; Mutual Funds: $7,124,000; Govt Securities & Agency Debt: $4,130,000; Hedge Funds & Private Equity Funds (EIF): $3,375,000; Whole/Universal Insurance: $1,195,500"
W000798,Tim,Walberg,,410309.43,"Mutual Funds: $326,500; RF: $32,500; Exchange Traded Funds (ETF): $32,500; Fixed Annuity: $8,000; Other: $8,000"
W000823,Michael,Waltz,,9275574.90,"Exchange Traded Funds (ETF): $4,832,500; Mutual Funds: $2,157,500; Hedge Funds & Private Equity Funds (EIF): $1,200,000; Other: $150,000; Bank Accnts, Money Market Accnts & CDs: $114,000"
W000805,Mark,Warner,R.,200693552.52,"Mutual Funds, Exchange Traded Fund: $90,175,000; Investment Fund, Private Equity Fund: $28,290,500; Govt Securities, Municipal Security: $26,875,000; Mutual Funds: $18,032,500; Other Securities: $10,125,000"
W000790,Raphael,Warnock,G.,1447665.33,"Mutual Funds: $2,091,000; Bank Deposit: $732,000; Mutual Funds, Exchange Traded Fund: $65,000"
W000817,Elizabeth,Warren,,7089500.00,"Mutual Funds: $4,923,500; Bank Deposit: $166,000"
W000797,Debbie,Wasserman Schultz,,548758.83,"Real Property: $375,000; Stock: $99,000; Bank Accnts, Money Market Accnts & CDs: $32,500; Exchange Traded Funds (ETF): $8,000; IRA (Held in Cash): $8,000"
W000187,Maxine,Waters,,3738000.00,"Real Property: $3,048,500; Other: $350,000; Stock Appreciation Right: $175,000; Mutual Funds: $140,000; Bank Accnts, Money Market Accnts & CDs: $24,500"
W000822,Bonnie,Watson Coleman,,490500.00,"Pensions: $407,500; Bank Accnts, Money Market Accnts & CDs: $83,000"
W000814,Randy,Weber,,852500.00,"Real Property: $350,000; Ownership Interest (Trade or Business): $175,000; Bank Accnts, Money Market Accnts & CDs: $175,000; Mutual Funds: $120,000; Debts Owed to the Filer: $32,500"
W000806,Daniel,Webster,,1246000.00,"Bank Accnts, Money Market Accnts & CDs: $524,000; Real Property: $375,000; Stock (Not Publicly Traded): $175,000; Mutual Funds: $75,000; Real Estate Invest. Trust (REIT): $48,500"
W000800,Peter,Welch,,10078363.74,"Mutual Funds, Exchange Traded Fund: $10,416,000; Mutual Funds: $4,386,000; Bank Deposit: $3,774,000; Govt Securities, Municipal Security: $81,000; Trust, General Trust: $32,500"
W000821,Bruce,Westerman,,1103273.14,"Exchange Traded Funds (ETF): $949,000; Bank Accnts, Money Market Accnts & CDs: $91,000; Mutual Funds: $8,000"
W000802,Sheldon,Whitehouse,,24773119.56,"Corporate Securities, Stock: $16,880,000; Mutual Funds, Exchange Traded Fund: $2,255,000; Mutual Funds: $1,816,500; Bank Deposit: $312,500; Govt Securities, US Treasury/Agency Security: $65,000"
W000830,George,Whitesides,T.,35092579.35,"Mutual Funds: $9,831,000; Exchange Traded Funds (ETF): $8,867,000; Hedge Funds & Private Equity Funds (EIF): $6,457,500; Bank Accnts, Money Market Accnts & CDs: $4,481,500; Stock: $3,876,000"
W000437,Roger,Wicker,F.,755750.36,"Real Estate, Residential: $375,000; Corporate Securities, Stock: $223,000; Mutual Funds: $115,500; Bank Deposit: $16,000; Other Securities: $16,000"
W000829,Tony,Wied,,9203500.00,"Stock: $5,648,000; Corporate Securities (Bonds & Notes): $1,650,000; Real Property: $925,000; Govt Securities & Agency Debt: $500,000; Mutual Funds: $375,000"
W000788,Nikema,Williams,,164000.00,"Mutual Funds: $75,000; Whole/Universal Insurance: $65,000; Defined Benefit Pension: $16,000; Other: $8,000"
W000816,Roger,Williams,,74635752.84,"Ownership Interest (Trade or Business): $34,167,000; Real Property: $33,000,000; Debts Owed to the Filer: $3,750,000; Collectibles: $3,000,000; Stock: $254,000"
W000808,Frederica,Wilson,S.,2515000.00,"Real Property: $1,125,000; Bank Accnts, Money Market Accnts & CDs: $757,500; Fixed Annuity: $450,000; Other: $75,000; Defined Benefit Pension: $75,000"
W000795,Joe,Wilson,,1600000.00,"Real Property: $1,600,000"
W000804,Robert,Wittman,J.,5571123.84,"Real Property: $3,175,000; Mutual Funds: $971,000; Stock: $630,000; Pensions: $350,000; Exchange Traded Funds (ETF): $307,500"
W000809,Steve,Womack,,365000.00,"Real Property: $175,000; Govt Securities & Agency Debt: $83,000; Pensions: $75,000; Bank Accnts, Money Market Accnts & CDs: $16,000; Whole/Universal Insurance: $16,000"
W000779,Ron,Wyden,,22876413.05,"Corporate Securities, Stock: $4,803,500; Mutual Funds: $3,886,500; Mutual Funds, Exchange Traded Fund: $2,042,500; Real Estate, Residential: $1,032,500; Business Entity, LLC: $750,000"
Y000067,Rudy,Yakym,,13839480.73,"Real Property: $12,738,000; Hedge Funds & Private Equity Funds (EIF): $375,000; Exchange Traded Funds (ETF): $269,500; Ownership Interest (Trade or Business): $172,000; Bank Accnts, Money Market Accnts & CDs: $75,000"
Y000064,Todd,Young,,91000.00,"Retirement Plans, Defined Benefit Pension: $75,000; Bank Deposit: $16,000"
Z000018,Ryan,Zinke,K.,13673501.00,"Real Property: $11,207,501; Bank Accnts, Money Market Accnts & CDs: $8,000; Other: $8,000"
B000444,Joe,Biden,,,
V000137,JD,Vance,,10073342.65,"Mutual Funds, Exchange Traded Fund: $4,957,500; Bank Deposit: $872,500; Business Entity, Limited Partnership (LP): $750,000; Real Estate, Residential: $750,000; Mutual Funds: $215,500"
H001075,Kamala,Harris,,5520159.03,"Other Securities: $1,500,000; Mutual Funds, Exchange Traded Fund: $1,478,000; Mutual Funds: $655,500; Bank Deposit: $464,000; Retirement Plans, Defined Benefit Pension: $450,000"
W000831,James,Walkinshaw,Robert,,
