bioguide_id,first_name,last_name,middle_name,net_worth_estimate,top_holdings,top_traded_sectors
S001228,Derek,Schmidt,,3449292.80,"Exchange Traded Funds (ETF): $1,134,000; Mutual Funds: $770,000; Real Property: $725,000; Bank Accts, Money Market Accts & CDs: $330,000; 5F: $250,000",
S001227,Eric,Schmitt,,1011797.00,"Mutual Funds, ETF/Note: $563,000; Life Insurance, Whole: $150,000; Govt Securities, US Treasury/Agency Security: $129,500; Retirement Plans, Defined Benefit Pension: $32,500; Mutual Funds: $24,000",
S001190,Bradley Scott,Schneider,,9595771.88,"Hedge Funds & Private Equity Funds (EIF): $4,692,000; Mutual Funds: $1,163,000; Exchange Traded Funds (ETF): $900,000; Bank Accts, Money Market Accts & CDs: $439,000; Real Property: $375,000",Information Technology: 31; Financials: 27; Consumer Discretionary: 24; Health Care: 17; Industrials: 12
S001221,Hillary,Scholten,J.,598969.91,"Mutual Funds: $321,500; Exchange Traded Funds (ETF): $184,000; Fixed Annuity: $32,500; Bank Accts, Money Market Accts & CDs: $32,000",
S001216,Kim,Schrier,,29828298.30,"Excepted/Qualified Blind Trust: $12,550,000; Exchange Traded Funds (ETF): $2,651,000; Mutual Funds: $974,000; Bank Accts, Money Market Accts & CDs: $790,500; Stock: $107,500",Information Technology: 19; Consumer Discretionary: 5; Health Care: 4; Industrials: 4; Financials: 3
S000148,Charles,Schumer,E.,2001000.00,"Mutual Funds: $1,072,000; Annuity, Fixed: $382,500; Bank Deposit: $306,500; Deferred Compensation: $175,000; Business Entity, LLC: $65,000",
S001183,David,Schweikert,,703500.00,"Mutual Funds: $703,500",
S001189,Austin,Scott,,1634700.65,"Bank Accts, Money Market Accts & CDs: $607,000; Real Property: $582,500; Other: $191,000; Stock: $106,500; Mutual Funds: $72,500",Industrials: 53; Energy: 8; Consumer Discretionary: 4; Health Care: 2; Communication Services: 2
S001157,David,Scott,,3259285.24,"Real Property: $3,000,000; Whole/Universal Insurance: $250,000; Stock: $8,000",
S001217,Rick,Scott,,504787627.83,"Investment Fund, Private Equity Fund: $115,685,000; Investment Fund, Hedge Fund: $63,032,000; Real Estate, Residential: $40,500,000; Govt Securities, US Treasury/Agency Security: $38,314,000; Personal Property, Other: $37,675,000",Information Technology: 3
S000185,Robert,Scott,C.,1734272.71,"Mutual Funds: $919,000; Exchange Traded Funds (ETF): $615,000; Stock: $89,000; Bank Accts, Money Market Accts & CDs: $48,500",Materials: 5; Industrials: 4; Consumer Staples: 3; Financials: 2; Information Technology: 2
S001184,Tim,Scott,,5804790.38,"Govt Securities, US Treasury/Agency Security: $6,000,000; Mutual Funds: $2,793,000; Real Estate, Residential: $1,050,000; Corporate Securities, Stock: $1,024,000; Bank Deposit: $328,000",
S001224,Keith,Self,,,,Other: 2
S000250,Pete,Sessions,,9787705.69,"Mutual Funds: $3,563,500; Stock: $2,746,500; Real Property: $1,300,000; Bank Accts, Money Market Accts & CDs: $681,500; Exchange Traded Funds (ETF): $220,500",Information Technology: 62; Financials: 48; Consumer Discretionary: 48; Consumer Staples: 38; Health Care: 36
S001185,Terri,Sewell,A.,533359.33,"Mutual Funds: $328,500; Stock: $91,000; Bank Accts, Money Market Accts & CDs: $32,500; IRA (Held in Cash): $8,000",Information Technology: 2
S001181,Jeanne,Shaheen,,7822500.00,"Real Estate, Commercial: $2,325,000; Business Entity, LLC: $1,925,000; Bank Deposit: $1,675,000; Real Estate, Residential: $925,000; Accts Receivable, From an Individual: $765,000",Other: 3
S001232,Tim,Sheehy,Patrick,152615019.30,"Accts Receivable, From a Business: $56,250,000; Real Estate, Residential: $30,000,000; Corporate Securities, Stock: $21,750,000; Business Entity, LLC: $18,466,000; Mutual Funds: $9,358,000",
S000344,Brad,Sherman,,,,Other: 19
S001207,Mikie,Sherrill,,14696636.90,"Mutual Funds: $4,858,000; Exchange Traded Funds (ETF): $4,761,000; Real Property: $3,000,000; Whole/Universal Insurance: $775,000; Bank Accts, Money Market Accts & CDs: $490,000",Financials: 50; Health Care: 41; Information Technology: 25; Industrials: 19; Consumer Discretionary: 18
S001229,Jefferson,Shreve,,600629352.29,"Options: $177,150,000; Corporate Securities (Bonds & Notes): $120,091,000; Fixed Annuity: $90,000,000; Real Estate Invest. Trust (REIT): $48,000,000; Bank Accts, Money Market Accts & CDs: $42,641,000",Information Technology: 118; Financials: 79; Industrials: 79; Health Care: 66; Consumer Discretionary: 60
S001231,Lateefah,Simon,,229595.56,"Mutual Funds: $175,000; Exchange Traded Funds (ETF): $48,000",
S001148,Michael,Simpson,K.,1273742.58,"Stock: $847,500; PM: $375,000",Materials: 9; Financials: 7; Energy: 7; Industrials: 4; Information Technology: 3
S001208,Elissa,Slotkin,,462859.23,"Bank Deposit: $423,500; Corporate Securities, Stock: $40,500",
S000510,Adam,Smith,,633676.37,"Mutual Funds: $183,000; Stock: $160,000; Bank Accts, Money Market Accts & CDs: $148,000; Other: $75,500; Pensions: $32,500",Information Technology: 1; Financials: 1; Communication Services: 1; Materials: 1; Consumer Staples: 1
S001172,Adrian,Smith,,2861500.00,"Real Property: $1,650,000; Bank Accts, Money Market Accts & CDs: $398,500; Ownership Interest (Trade or Business): $375,000; Mutual Funds: $175,000; Stock (Not Publicly Traded): $150,000",Other: 9
S000522,Christopher,Smith,H.,240000.00,"Bank Accts, Money Market Accts & CDs: $240,000",
S001195,Jason,Smith,,2295000.00,"Real Property: $1,113,500; Other: $758,000; Farms: $375,000; Mutual Funds: $32,500; Whole/Universal Insurance: $8,000",
S001203,Tina,Smith,,5985163.79,"Corporate Securities, Stock: $4,160,500; Mutual Funds: $765,500; Investment Fund, Private Equity Fund: $350,000; Bank Deposit: $298,500; Corporate Securities, Non-Public Stock: $83,000",Health Care: 20; Consumer Staples: 2; Utilities: 1; Financials: 1
S001199,Lloyd,Smucker,,3106831.25,"Ownership Interest (Trade or Business): $3,016,000; Stock (Not Publicly Traded): $32,500; Stock: $32,500; Bank Accts, Money Market Accts & CDs: $16,000; Whole/Universal Insurance: $8,000",Information Technology: 13; Health Care: 4; Communication Services: 3; Industrials: 1; Financials: 1
S001225,Eric,Sorensen,,83000.00,"Mutual Funds: $75,000; Bank Accts, Money Market Accts & CDs: $8,000",
S001200,Darren,Soto,,833000.00,"Real Property: $750,000; IRA (Held in Cash): $75,000; Bank Accts, Money Market Accts & CDs: $8,000",
S000929,Victoria,Spartz,,25506299.92,"Real Property: $18,550,000; Farms: $3,000,000; Ownership Interest (Trade or Business): $3,000,000; Stock: $766,000; IRA (Held in Cash): $107,500",Real Estate: 23; Industrials: 3
S001218,Melanie,Stansbury,A.,175000.00,"Bank Accts, Money Market Accts & CDs: $175,000",
S001211,Greg,Stanton,,2023859.77,"Exchange Traded Funds (ETF): $590,500; Mutual Funds: $473,500; Stock: $375,000; Bank Accts, Money Market Accts & CDs: $223,500; 529 Prepaid Tuition Plan: $170,500",Information Technology: 41; Health Care: 37; Financials: 28; Communication Services: 18; Industrials: 17
S001212,Pete,Stauber,,1935000.00,"Pensions: $1,271,000; Real Property: $425,000; Ownership Interest (Trade or Business): $140,000; Bank Accts, Money Market Accts & CDs: $83,000; Debts Owed to the Filer: $16,000",
S001196,Elise,Stefanik,M.,,,
S001213,Bryan,Steil,,2022378.25,"Mutual Funds: $1,362,500; Bank Accts, Money Market Accts & CDs: $458,000; Stock: $131,500; IRA (Held in Cash): $8,000",Financials: 6; Health Care: 1
S001214,W. Gregory,Steube,Gregory,830012.91,"Exchange Traded Funds (ETF): $508,500; Bank Accts, Money Market Accts & CDs: $89,000; Ownership Interest (Trade or Business): $75,000; Stock: $75,000; Real Property: $8,000",Financials: 18
S001215,Haley,Stevens,M.,236357.39,"Mutual Funds: $158,000; Exchange Traded Funds (ETF): $48,500; Bank Accts, Money Market Accts & CDs: $25,000",
S001159,Marilyn,Strickland,,2459423.22,"Defined Benefit Pension: $925,000; Bank Accts, Money Market Accts & CDs: $615,000; Mutual Funds: $441,500; Exchange Traded Funds (ETF): $256,000; Whole/Universal Insurance: $73,000",
S001220,Dale,Strong,W.,20126000.00,"Real Property: $18,425,000; Mutual Funds: $1,136,000; Bank Accts, Money Market Accts & CDs: $458,000; Ownership Interest (Trade or Business): $75,000; Other: $24,000",
S001188,Marlin,Stutzman,A.,54375000.00,"Ownership Interest (Trade or Business): $51,375,000; Farms: $3,000,000",
S001230,Suhas,Subramanyam,,2736358.79,"Exchange Traded Funds (ETF): $865,500; Bank Accts, Money Market Accts & CDs: $774,000; Mutual Funds: $707,500; Other: $140,000; Fixed Annuity: $83,000",
S001198,Dan,Sullivan,,8394312.84,"Corporate Securities, Stock: $3,000,000; Mutual Funds: $2,356,500; Mutual Funds, ETF/Note: $1,831,000; Mutual Funds, Stable Value Fund: $383,000; Real Estate, Residential: $375,000",Information Technology: 21; Health Care: 17; Materials: 16; Communication Services: 14; Consumer Discretionary: 13
S001201,Thomas,Suozzi,R.,12641595.86,"Stock: $7,169,500; Real Property: $1,416,000; Ownership Interest (Trade or Business): $623,000; Whole/Universal Insurance: $250,000; Hedge Funds & Private Equity Funds (EIF): $190,500",Information Technology: 151; Consumer Discretionary: 90; Industrials: 72; Health Care: 68; Financials: 61
S001193,Eric,Swalwell,,415500.00,"Ownership Interest (Trade or Business): $375,000; Bank Accts, Money Market Accts & CDs: $32,500; Pensions: $8,000",
S001223,Emilia Strong,Sykes,,538500.00,"Pensions: $450,000; Mutual Funds: $64,500; Bank Accts, Money Market Accts & CDs: $16,000; Other: $8,000",
T000472,Mark,Takano,,332000.00,"Fixed Annuity: $175,000; Whole/Universal Insurance: $75,000; Bank Accts, Money Market Accts & CDs: $49,500; Mutual Funds: $32,500",
T000490,David,Taylor,J.,16676749.53,"Stock (Not Publicly Traded): $15,000,000; Stock: $665,600; Real Property: $375,000; Mutual Funds: $229,000; Ownership Interest (Trade or Business): $175,000",Information Technology: 9; Financials: 8; Health Care: 6; Consumer Staples: 6; Communication Services: 5
T000478,Claudia,Tenney,,1343537.69,"Pensions: $655,000; Mutual Funds: $367,000; Exchange Traded Funds (ETF): $131,500; Bank Accts, Money Market Accts & CDs: $121,500; Stock: $32,500",
T000488,Shri,Thanedar,,41440566.64,"Mutual Funds: $22,140,501; Real Estate Invest. Trust (REIT): $6,000,000; Exchange Traded Funds (ETF): $5,357,501; Exchange Traded Notes: $3,000,000; Stock: $2,332,500",Financials: 12; Consumer Discretionary: 11; Information Technology: 9; Communication Services: 8; Health Care: 3
T000193,Bennie,Thompson,G.,3251082.89,"Fixed Annuity: $1,607,500; IRA (Held in Cash): $750,000; Bank Accts, Money Market Accts & CDs: $732,500; Real Property: $112,500; Ownership Interest (Trade or Business): $32,500",
T000467,Glenn,Thompson,,320000.00,"Fixed Annuity: $175,000; Other: $80,500; Bank Accts, Money Market Accts & CDs: $40,500; Whole/Universal Insurance: $16,000; Mutual Funds: $8,000",
T000460,Mike,Thompson,,,,
T000250,John,Thune,,736576.92,"Mutual Funds: $523,000; Mutual Funds, ETF/Note: $99,000; Bank Deposit: $89,000; Corporate Securities, Stock: $8,000",Real Estate: 1
T000165,Thomas,Tiffany,P.,296000.00,"Bank Accts, Money Market Accts & CDs: $130,000; Mutual Funds: $75,000; Pensions: $75,000; Real Property: $8,000; Other: $8,000",
T000476,Thomas,Tillis,,7820358.74,"Real Estate, Residential: $4,125,000; Mutual Funds: $1,632,500; Mutual Funds, ETF/Note: $1,450,000; Corporate Securities, Stock: $175,000; Retirement Plans, Defined Benefit Pension: $107,500",Industrials: 19; Information Technology: 17; Health Care: 12; Financials: 11; Consumer Discretionary: 11
T000480,William,Timmons,R.,21345500.00,"Real Property: $15,008,000; Stock (Not Publicly Traded): $3,032,500; COMMERICAL LAND: $3,000,000; Other: $207,500; Corporate Securities (Bonds & Notes): $65,000",Information Technology: 4; Health Care: 4; Consumer Discretionary: 4; Financials: 2; Consumer Staples: 2
T000468,Dina,Titus,,,,
T000481,Rashida,Tlaib,,490500.00,"Real Property: $175,000; Other: $97,000; 5F: $89,000; Mutual Funds: $89,000; Bank Accts, Money Market Accts & CDs: $32,500",
T000487,Jill,Tokuda,N.,808405.34,"Mutual Funds: $616,000; Bank Accts, Money Market Accts & CDs: $131,500; Exchange Traded Funds (ETF): $40,000; IRA (Held in Cash): $16,000",
T000469,Paul,Tonko,,32500.00,"Bank Accts, Money Market Accts & CDs: $32,500",
T000474,Norma,Torres,J.,115500.00,"Pensions: $107,500; Ownership Interest (Trade or Business): $8,000",
T000486,Ritchie,Torres,,661821.21,"Stock: $448,000; Defined Benefit Pension: $75,000; Govt Securities & Agency Debt: $72,000; Bank Accts, Money Market Accts & CDs: $40,500; Mutual Funds: $8,000",Information Technology: 21; Financials: 19; Industrials: 15; Real Estate: 14; Energy: 11
T000482,Lori,Trahan,,34144187.41,"Real Property: $18,925,000; Ownership Interest (Trade or Business): $9,080,500; Bank Accts, Money Market Accts & CDs: $3,431,500; Exchange Traded Funds (ETF): $1,957,500; Other: $375,000",Industrials: 1
T000491,Derek,Tran,,4609292.26,"Ownership Interest (Trade or Business): $6,750,000; Real Property: $1,500,000; Mutual Funds: $341,000; Fixed Annuity: $150,000; Stock: $144,000",
T000278,Tommy,Tuberville,,5797272.14,"Corporate Securities, Stock: $2,725,000; Mutual Funds, ETF/Note: $847,500; Real Estate, Residential: $750,000; Bank Deposit: $598,000; Mutual Funds: $464,500",Information Technology: 300; Materials: 215; Financials: 134; Health Care: 94; Industrials: 91
T000463,Michael,Turner,R.,403512.75,"Exchange Traded Funds (ETF): $297,000; Mutual Funds: $40,500; Pensions: $32,500",Energy: 2
T000489,Sylvester,Turner,,,,
U000040,Lauren,Underwood,,89500.00,"Mutual Funds: $65,000; Bank Accts, Money Market Accts & CDs: $24,500",
V000129,David,Valadao,G.,3000000.00,"Ownership Interest (Trade or Business): $3,000,000",
V000133,Jefferson,Van Drew,,,,
V000134,Beth,Van Duyne,,145597.46,"Mutual Funds: $137,500; Stock: $8,000",
V000128,Chris,Van Hollen,,,,Communication Services: 2; Consumer Discretionary: 2; Industrials: 1; Health Care: 1; Consumer Staples: 1
V000135,Derrick,Van Orden,,99000.00,"Whole/Universal Insurance: $83,000; Bank Accts, Money Market Accts & CDs: $16,000",
V000130,Juan,Vargas,,9665500.00,"Real Property: $6,375,000; Mutual Funds: $3,175,000; Collectibles: $107,500; Bank Accts, Money Market Accts & CDs: $8,000",
V000136,Gabe,Vasquez,,24000.00,"IRA (Held in Cash): $16,000; Bank Accts, Money Market Accts & CDs: $8,000",
V000131,Marc,Veasey,A.,163162.45,"Mutual Funds: $131,000; Bank Accts, Money Market Accts & CDs: $16,000; Exchange Traded Funds (ETF): $8,000; Defined Benefit Pension: $8,000",Financials: 2
V000081,Nydia,Velázquez,M.,750000.00,"Real Property: $750,000",
V000138,Eugene Simon,Vindman,,332764.69,"5F: $199,000; Exchange Traded Funds (ETF): $75,000; Mutual Funds: $32,000",
W000812,Ann,Wagner,,26313074.26,"Exchange Traded Funds (ETF): $8,613,000; Mutual Funds: $7,124,000; Govt Securities & Agency Debt: $4,130,000; Hedge Funds & Private Equity Funds (EIF): $3,375,000; Whole/Universal Insurance: $1,195,500",Other: 7
W000798,Tim,Walberg,,410312.88,"Mutual Funds: $326,500; RF: $32,500; Exchange Traded Funds (ETF): $32,500; Other: $8,000; Fixed Annuity: $8,000",
W000823,Michael,Waltz,,9280377.87,"Exchange Traded Funds (ETF): $4,832,500; Mutual Funds: $2,157,500; Hedge Funds & Private Equity Funds (EIF): $1,200,000; Other: $150,000; Bank Accts, Money Market Accts & CDs: $114,000",Other: 6
W000805,Mark,Warner,R.,200735092.72,"Mutual Funds, ETF/Note: $90,175,000; Investment Fund, Private Equity Fund: $28,290,500; Govt Securities, Municipal Security: $26,875,000; Mutual Funds: $18,032,500; Other Securities: $10,125,000",Industrials: 3; Communication Services: 3; Health Care: 3
W000790,Raphael,Warnock,G.,1447943.09,"Mutual Funds: $2,091,000; Bank Deposit: $732,000; Mutual Funds, ETF/Note: $65,000",
W000817,Elizabeth,Warren,,7089500.00,"Mutual Funds: $4,923,500; Bank Deposit: $166,000",
W000797,Debbie,Wasserman Schultz,,549179.42,"Real Property: $375,000; Stock: $99,000; Bank Accts, Money Market Accts & CDs: $32,500; IRA (Held in Cash): $8,000; Exchange Traded Funds (ETF): $8,000",Information Technology: 38; Financials: 23; Materials: 12; Energy: 12; Health Care: 10
W000187,Maxine,Waters,,3738000.00,"Real Property: $3,048,500; Other: $350,000; Stock Appreciation Right: $175,000; Mutual Funds: $140,000; Bank Accts, Money Market Accts & CDs: $24,500",
W000822,Bonnie,Watson Coleman,,490500.00,"Pensions: $407,500; Bank Accts, Money Market Accts & CDs: $83,000",
W000814,Randy,Weber,,852500.00,"Real Property: $350,000; Ownership Interest (Trade or Business): $175,000; Bank Accts, Money Market Accts & CDs: $175,000; Mutual Funds: $120,000; Debts Owed to the Filer: $32,500",
W000806,Daniel,Webster,,1246000.00,"Bank Accts, Money Market Accts & CDs: $524,000; Real Property: $375,000; Stock (Not Publicly Traded): $175,000; Mutual Funds: $75,000; Real Estate Invest. Trust (REIT): $48,500",Other: 3
W000800,Peter,Welch,,10087576.70,"Mutual Funds, ETF/Note: $10,416,000; Mutual Funds: $4,386,000; Bank Deposit: $3,774,000; Govt Securities, Municipal Security: $81,000; Trust, General Trust: $32,500",Information Technology: 18; Financials: 17; Health Care: 16; Industrials: 15; Consumer Staples: 9
W000821,Bruce,Westerman,,1107201.25,"Exchange Traded Funds (ETF): $949,000; Bank Accts, Money Market Accts & CDs: $91,000; Mutual Funds: $8,000",Financials: 30; Information Technology: 27; Health Care: 27; Industrials: 22; Energy: 15
W000802,Sheldon,Whitehouse,,24708095.97,"Corporate Securities, Stock: $16,880,000; Mutual Funds, ETF/Note: $2,255,000; Mutual Funds: $1,816,500; Bank Deposit: $312,500; Govt Securities, US Treasury/Agency Security: $65,000",Information Technology: 121; Health Care: 117; Consumer Discretionary: 99; Industrials: 88; Communication Services: 78
W000830,George,Whitesides,T.,35108428.60,"Mutual Funds: $9,831,000; Exchange Traded Funds (ETF): $8,867,000; Hedge Funds & Private Equity Funds (EIF): $6,457,500; Bank Accts, Money Market Accts & CDs: $4,481,500; Stock: $3,876,000",Health Care: 6; Financials: 6; Industrials: 6; Communication Services: 3; Consumer Staples: 3
W000437,Roger,Wicker,F.,758421.83,"Real Estate, Residential: $375,000; Corporate Securities, Stock: $223,000; Mutual Funds: $115,500; Bank Deposit: $16,000; Other Securities: $16,000",Other: 10
W000829,Tony,Wied,,9203500.00,"Stock: $5,648,000; Corporate Securities (Bonds & Notes): $1,650,000; Real Property: $925,000; Govt Securities & Agency Debt: $500,000; Mutual Funds: $375,000",Information Technology: 3; Financials: 1; Consumer Staples: 1; Consumer Discretionary: 1
W000788,Nikema,Williams,,164000.00,"Mutual Funds: $75,000; Whole/Universal Insurance: $65,000; Defined Benefit Pension: $16,000; Other: $8,000",
W000816,Roger,Williams,,74635958.48,"Ownership Interest (Trade or Business): $34,167,000; Real Property: $33,000,000; Debts Owed to the Filer: $3,750,000; Collectibles: $3,000,000; Stock: $254,000",Communication Services: 6; Health Care: 4; Information Technology: 2; Energy: 2; Financials: 1
W000808,Frederica,Wilson,S.,2515000.00,"Real Property: $1,125,000; Bank Accts, Money Market Accts & CDs: $757,500; Fixed Annuity: $450,000; Other: $75,000; Defined Benefit Pension: $75,000",
W000795,Joe,Wilson,,1600000.00,"Real Property: $1,600,000",
W000804,Robert,Wittman,J.,5571317.68,"Real Property: $3,175,000; Mutual Funds: $971,000; Stock: $630,000; Pensions: $350,000; Exchange Traded Funds (ETF): $307,500",Health Care: 41; Financials: 28; Consumer Discretionary: 24; Consumer Staples: 21; Information Technology: 20
W000809,Steve,Womack,,365000.00,"Real Property: $175,000; Govt Securities & Agency Debt: $83,000; Pensions: $75,000; Bank Accts, Money Market Accts & CDs: $16,000; Whole/Universal Insurance: $16,000",Real Estate: 1
W000779,Ron,Wyden,,22863077.41,"Corporate Securities, Stock: $4,803,500; Mutual Funds: $3,886,500; Mutual Funds, ETF/Note: $2,042,500; Real Estate, Residential: $1,032,500; Business Entity, LLC: $750,000",Information Technology: 90; Consumer Discretionary: 43; Communication Services: 39; Industrials: 26; Consumer Staples: 15
Y000067,Rudy,Yakym,,13840818.64,"Real Property: $12,738,000; Hedge Funds & Private Equity Funds (EIF): $375,000; Exchange Traded Funds (ETF): $269,500; Ownership Interest (Trade or Business): $172,000; Bank Accts, Money Market Accts & CDs: $75,000",Other: 28
Y000064,Todd,Young,,91000.00,"Retirement Plans, Defined Benefit Pension: $75,000; Bank Deposit: $16,000",
Z000018,Ryan,Zinke,K.,13673501.00,"Real Property: $11,207,501; Other: $8,000; Bank Accts, Money Market Accts & CDs: $8,000",
B000444,Joe,Biden,,,,
V000137,JD,Vance,,10107818.26,"Mutual Funds, ETF/Note: $4,957,500; Bank Deposit: $872,500; Business Entity, Limited Partnership (LP): $750,000; Real Estate, Residential: $750,000; Mutual Funds: $215,500",Consumer Staples: 1
H001075,Kamala,Harris,,5526517.87,"Other Securities: $1,500,000; Mutual Funds, ETF/Note: $1,478,000; Mutual Funds: $655,500; Bank Deposit: $464,000; Retirement Plans, Defined Benefit Pension: $450,000",
W000831,James,Walkinshaw,Robert,,,
