cadidate name,fec_id,party,state
"SCHNEIDER, BRADLEY S.",H2IL10068,DEM,IL
"EDWARDS, CHUCK",H2NC14050,REP,NC
"HOLDEN, STEVEN WESLEY SR.",H2NY24127,DEM,NY
"DART, DANIEL",H4NJ12198,DEM,NJ
"PONS, MICHAEL LOUIS MR",H4GA11129,REP,GA
"BANSAL, KRISHNA K",H0IL11128,REP,IL
"SELF, KEITH ALAN MR",H2TX03290,REP,TX
"SMITH, SANDY",H0NC03149,REP,NC
"KUCINICH, DENNIS",H4OH07056,UN,OH
"PFENNINGER, RYAN SETH MR.",H4IN05278,DEM,IN
"FEINTECH, SONJA",H4OR05353,LIB,OR
"BUDZINSKI, NIKKI",H2IL13153,DEM,IL
"BRANNON, MARY",H8OK04094,DEM,OK
"ASHBY, STEPHAN BLAKE",H4MO01167,OTH,MO
"CRUZ, JERICO MATIAS",H2IL05225,DEM,IL
"WATSON, ANNETTE",H2MN07147,REP,MN
"EDGAR, JOHN ROBERT",H4CO05170,DEM,CO
"BARAJAS, ADAN JOSEPH",H4CA06180,DEM,CA
"ANDUJO, JOSEPH LUIS",H4CO08042,REP,CO
"YAKYM, RUDY C. III",H2IN02295,REP,VA
"MCGARVEY, MORGAN",H2KY03206,DEM,KY
"HOVDE, ERIC D",S2WI00268,REP,WI
"PAN, DAVID",H4CA46137,REP,CA
"JOHNSTON, COURTNEY",H4TN05137,REP,TN
"LAMALFA, DOUG",H2CA02142,REP,CA
"AYALA, ROBERT CARLOS",P40013955,DEM,NY
"BOYANTON, CARL",H0MS04161,REP,MS
"ALBRITTON, GREGORY",H4AL02188,REP,AL
"GOLDSTEIN, MICHAEL",H4CT04163,REP,MA
"MOSKOWITZ, JARED",H2FL22171,DEM,FL
"DONAHUE, MICHAEL",H4IL09082,DEM,IL
"GOLDSTEIN, MICHAEL",H0CT04229,REP,CT
"MCMORRIS RODGERS, CATHY",H4WA05077,REP,VA
"EUBANKS, DAN",S4MS00195,REP,MS
"HAMILTON, CAMERON",H4VA07200,REP,VA
"RUZON, MARK DR.",S4CA00720,OTH,CA
"ARNTZEN, ELSIE",H4MT01058,REP,MT
"DEATON, JOHN",S4MA00358,REP,MA
"GARAMENDI, JOHN",H0CA10149,DEM,CA
"JAIN, ASHWANI",H4MD06332,DEM,MD
"SPURGEON, JODY GAYLE",H4WA05226,REP,WA
"SCHENA, JOSEPH JR.",S4MA00366,IND,MA
"FULCHER JR, LEONARD",S4AZ00238,REP,AZ
"WHITE, ALAN MR",S4AZ00212,REP,AZ
"HUFFMAN, JARED",H2CA06259,DEM,CA
"BREWER, JAMES E.",H4WA01266,REP,WA
"YOUNG, EUGENE ROBERT JR",H4DE01076,DEM,DE
"GONZALEZ, VICENTE",H6TX15162,DEM,TX
"ELWORTH, MARK JR",H4CO04322,UN,CO
"SUMMERLIN, SADI",H4LA03143,DEM,LA
"BISHOP, KEVIN",H4SC03236,REP,SC
"KINNIEBREW, ROYCE MR",H4MI12103,DEM,MI
"KENNEDY, SANDRA (SANDY) DENISE MS. ESQ",H4FL08143,DEM,FL
"LAFONT, CHRISTOPHER ALEXANDER",H4OH06249,IND,OH
"SALINAS, ANDREA",H2OR06066,DEM,OR
"ROSCHBACH, ALEXANDER LYERRAD MR",P40019259,IND,IL
"JOSHI, JANAK",H4CO08059,REP,CO
"HERMANSON, DEVIN",H4WA02181,DEM,WA
"BARVE, GARY",H4FL23118,REP,FL
"DOHERTY, ALEXANDRA JANE",H4GA10113,DEM,GA
"STAMPER, KATY L MISS",H4GA11137,DEM,GA
"BYNUM, JANELLE",H4OR05304,DEM,OR
"LEVIN, MIKE",H8CA49058,DEM,CA
"BONOAN, FEENA",S4FL00736,LIB,FL
"HILL, TERRI",H4MD03172,DEM,MD
"HARRIS, MARK E",H4NC08066,REP,NC
"HIGGINS, SEAN",H4ID02097,REP,ID
"BACH, KENNETH JAMES MR.",H4PA14080,DEM,PA
"HARBOUR, JOANNA",H0OR03174,REP,OR
"DAHLSTROM, NANCY",H4AK00156,REP,AK
"FIGURES, SHOMARI C.",H4AL02170,DEM,AL
"BOYD, VANCE W.",H4TX19300,REP,TX
"SHREVE, JEFFERSON",H4IN06185,REP,IN
"WILSON, ZACH",H4UT03310,REP,UT
"JONES, LAURA",H0TX08145,DEM,TX
"ANANTATMULA, MANGA",H0VA11127,REP,VA
"AMATA, AUMUA",H4AS00036,REP,AS
"CRNKOVICH, KAREN",H4KS03204,REP,KS
"CUTERI, CLAYTON ALEXANDER",H4PA17182,OTH,PA
"DELBENE, SUZAN K",H0WA08046,DEM,WA
"CRANE, ELI",H2AZ01354,REP,AZ
"GRIJALVA, RAUL M",H2AZ07070,DEM,AZ
"MENDOZA, JESUS DAVID",H4AZ03158,REP,AZ
"BUTIEREZ, DANIEL",H4AZ07134,REP,AZ
"SENEY, RAYMOND J",P00009225,DEM,NY
"BELTRAN, JOAQUIN",H4CA42128,DEM,CA
"NGUYEN, KIM",H4CA45121,DEM,WA
"FRAYER, DONALD ROBERT",P40003824,REP,GA
"SHANAHAN, WHITNEY",H4CA48075,DEM,CA
"MONROE, KATE M",H4CA49156,REP,CA
"DUNWOODY, STEPHEN ANDRAE'",H4CA30248,DEM,CA
"MORRISON, KELLY LOUISE",H4MN03118,DFL,MN
"EMMER, THOMAS EARL JR.",H4MN06087,REP,MN
"BRAME, MADELINE",H4NY05114,REP,NY
"MALAN, JOHN",H6WA04158,OTH,WA
"ARNOLD, KEITH",H8WA08080,DEM,WA
"ORTIZ, ADAM",H2VT00177,IND,VT
"ONDER, ROBERT FOR JR.",H4MO03221,REP,MO
"HICKS, JUSTIN",H4MO03247,REP,MO
"GOLDMAN, CRAIG",H4TX12065,REP,TX
"TURNER, SYLVESTER",H4TX18237,DEM,TX
"DUNN, MARIA MS.",H4TX18252,REP,TX
"HOOK, KRISTIN A DR.",H4TX21108,DEM,TX
"DENNISON, HENRY CLAY",S2WA00569,SWP,WA
"GREENE-SCOTT, MARQUETTE",H4TX22197,DEM,TX
"PIANTIDOSI, ANDREW",H4ME01152,REP,ME
"ISSA, DARRELL",H0CA48024,REP,CA
"RANDALL, JA",H4KY03269,KY,KY
"FRANZ, HILARY",H4WA06109,DEM,WA
"SITKA, JOHN DR. III",H4VA03100,REP,VA
"REID, DAVID",H4VA10246,DEM,VA
"STICKLE, HERBERT EDWIN",H4WA02165,DEM,WA
"PRATT, MICHAEL",P40019200,NPA,FL
"BURKS, TAYLOR",H4MO04161,REP,MO
"THOMAS, DANIEL M.",H2TX04132,REP,TX
"BOORAS, JOHN MR.",H4IL03101,REP,IL
"O'DONNELL, MARTY",H4NV03225,REP,NV
"BEATTY, JOHN",H2VA10141,REP,VA
"ANDERSON, ELIZABETH",H4AL06189,DEM,AL
"BOUSBAR, SABRINA",H4FL13226,DEM,FL
"GARZA, ALFREDO ALAN",H4TX29036,REP,TX
"HATCH, BRENT ORRIN",S4UT00290,REP,UT
"MILAN, LAWRENCE E",H4CA18128,DEM,CA
"BARRY, SEAN JUSTIN",H4TX29028,DEM,TX
"WHITLEY, REBECCA G",H4NH02365,DEM,NH
"BUGIE, DOUGLAS GORDON",H4OH07064,DEM,OH
"CRUZ, JOHSIRA",H0GA04148,REP,GA
"FORDE, BRIAN",H8CA45189,DEM,CA
"LEE, HUHNKIE",P00007823,IND,AK
"PRABHUDOSS, JOHN",H4VA07291,REP,VA
"TEICHERT, JOHN",S4MD00400,REP,MD
"DAVIS, THOMAS EUGENE",H4TN04247,REP,TN
"NIJMEH, CHARLENE CONCEPCION",H4CA18136,DEM,CA
"RILEY, CHERYL",H4MD08213,REP,MD
"THERIAULT, AUSTIN LEO",H4ME02291,REP,ME
"HUDSON, PAUL",H4MI03268,REP,MI
"MOOLENAAR, JOHN MR.",H4MI04126,REP,MI
"DOUGALL, JOHN",H4UT03286,REP,UT
"KASAMA, HEIDI",H4NV03183,REP,NV
"MASTERS, BLAKE",H4AZ08124,REP,VA
"DELUZ, CRAIG",H4CA06149,REP,CA
"TOOMIM, LEAH MELISSA",H2CA00146,REP,CA
"MARTINEZ, DIEGO J",H2CA13123,REP,CA
"TALKINGTON, MICHELLE",H4MD05219,REP,OH
"BAREEBE, QUINCY",H4MD05235,DEM,MD
"SOMBERG, NICHOLAS MR",H4MI11113,REP,MI
"SPALDING, CARLA ARLENE",H6FL18121,REP,FL
"BUCHSER-LOCHOCKI, SUSAN",P00014357,REP,WV
"WILLIAMS, KELLY MIKEL MIKEL MR",H4DC01041,DEM,DC
"PORTER, KATHERINE",S4CA00522,DEM,CA
"NELSON, MICHAEL GOODSPACEGUY",S6WA00297,REP,WA
"NAZARINO, SCOTT",S6WA00370,REP,WA
"DWYER, ANGELA JOYCE",P40008724,W,WV
"LEE, HUHNKIE",S2AK00135,IND,AK
"JACKSON, CHUCK",S6WA00420,IND,WA
"BAUGH, SCOTT",H6CA48245,REP,CA
"LANCE-COUNCIL, TEMPERANCE ALESHA",P00003640,OTH,CA
"JORGE GARCIA, EMMANUEL MR.",H4NY20154,DEM,NY
"KEENER, LOGAN BENJ MR",P40015745,REP,NC
"AMUNDSON, THOR",S8WA00137,IND,WA
"BARMAN, CHARLES EDWARD",S8WI00240,REP,WI
"PAGLINO, JUSTIN COBB DR",S4CT00195,GRE,CT
"CARTER, TROY A. SR.",H2LA02149,DEM,LA
"IVEY, GLENN",H2MD04315,DEM,MD
"HOYER, STENY",H2MD05155,DEM,MD
"KILDEE, DANIEL T",H2MI05119,DEM,MI
"JAMES, JOHN",H2MI10150,REP,MI
"PERKINS, REPONSAL",P40014953,IND,TX
"KHAN, SAER",H4TX22205,LIB,TX
"MAYBERRY, RYAN",H4NC05302,REP,NC
"PARRISH, BERNARD KYLE",H2NC07203,DEM,NC
"JUSTICE, JAMES CONLEY II",S4WV00332,REP,WV
"DIEHL, ABIGAIL",H4MD03206,DEM,MD
"MALDONADO, JOSEPH A",P60018249,UNA,FL
"TIFFANY, SHAWN",H4KS02172,REP,KS
"SUTHAR, VIJAL",H4CA35080,REP,CA
"ROBINSON, JOSHUA RYAN",P40019267,OTH,MO
"JASEY, KYLE FORT",H4NJ08105,DEM,NJ
"MCCLINTOCK, THOMAS",H8CA04152,REP,CA
"EDDY, KERRY",S4NE00231,OTH,NE
"PFEIFER, PETER ANTHONY",H4MO02108,REP,MO
"GOODEN, LANCE",H8TX05144,REP,TX
"CHAUDHRY-AHMAD, JAMIL O",H4OR01121,DEM,OR
"ALLRED, COLIN",S4TX00722,DEM,TX
"HANSON, TOM",H8IL05073,REP,IL
"HUGHES, CHARLES M",H0IL03133,DEM,IL
"SCHAFFNER, KATRINA",H4AZ05112,DEM,AZ
"KIM, DAVID",H4CA34083,DEM,CA
"SCHAEFER, KURT",H4MO03239,REP,MO
"CLEAVER, EMANUEL II",H4MO05234,DEM,MO
"CONFORTI, NIKI",H2IL06090,REP,IL
"HATHAWAY-ALTMAN, SUSAN",H2IL11264,REP,IL
"JAYE, BRIAN STEVEN",H2MI08154,DEM,MI
"HOOPER, JAMES D",H2MI12198,REP,MI
"WEBB, LEW",H4CO03464,REP,CO
"MCHENRY, PATRICK TIMOTHY",H4NC10047,REP,NC
"MANN, BETHANY",H2MO03167,DEM,MO
"TRANEL, MONICA",H2MT02092,DEM,MT
"AUSTIN, KYLE",H2MT02175,REP,MT
"CASTELLI, ROBERT CHRISTIAN",H2NC07161,REP,NC
"NOVELETSKY, HOLLIE T.",H4NH01268,REP,NH
"SALEM, KHALED MR",S0NY00667,DEM,NY
"DUENAS, ANGELICA MARIA",H8CA29100,DEM,CA
"FORKNER, WILLIAM",S4PA00287,DEM,PA
"WALLACE, NANCY",S4MD00467,GRE,MD
"VIDAL, VALENTINE C ESQ",P40013286,DEM,WA
"KATZ, MIKE DR.",S4DE00128,IND,DE
"JACOB, JOHN",H4IN06177,REP,IN
"WILLIAMS, LILY TANG",H2NH02260,REP,NH
"PARROTT, NEIL",H0MD06231,REP,MD
"KUCINICH, DENNIS J",H6OH23033,UN,OH
"MERCADO, O KENT DR",H2IL11272,REP,IL
"HENDRICKS, JEANNE MARIE",H2MN06214,DFL,MN
"CUNNINGHAM, WILLIAM ROBERT MR. JR.",H0TX26170,IND,TX
"MILLER, ADAM CLAY",H4OH15083,DEM,OH
"ADAMS, SHERYL",H4CA49131,REP,CA
"BRUNEAU, CHRISTOPHER MARC MR SR",H4MD01143,REP,MD
"DIAZ, JOHN EDWARD",P40015414,IND,PA
"MCGOVERN, JAY",H4FL05123,DEM,FL
"MELVOIN, NICK",H4CA30131,DEM,CA
"PETERSON, KAYLEE JADE",H2ID01192,DEM,ID
"CRANDALL, TERRY LAWRENCE",H4CA47218,NPA,CA
"COLEMAN, MARY ELIZABETH",H4MO03213,REP,MO
"NEMBHARD, TRAVIS",H4VA10287,DEM,VA
"CLARK, JULIE",H4TX23096,REP,TX
"RADING, AJWANG",H2CA18148,DEM,CA
"HSU, JOHN",H0NJ06214,DEM,NJ
"HOVDE, ERIC",S4WI00256,REP,WI
"BUSBY, BRADY",H4AZ20012,IND,AZ
"COMER, JAMES",H6KY01110,REP,KY
"SMITH, D. ADAM",H6WA09025,DEM,WA
"SHUSTER, JAMES BARTLEY MR",H4CA32129,REP,CA
"DAVIS, DEVIN CHARLES",H4LA02111,DEM,LA
"DESPAIN, MONIQUE",H4OR04125,REP,OR
"WHITTEN, GREGORY",H4AZ08090,DEM,AZ
"BARKLEY, MICHAEL JAMES MR.",H2CA00096,DEM,CA
"BROWNLEY, JULIA",H2CA00120,DEM,CA
"LEONARD, GERRY W JR",H4RI01323,REP,RI
"HAMADEH, ABRAHAM",H4AZ08108,REP,AZ
"FRANKS, TRENT",H4AZ08157,REP,AZ
"SMITH, BRETT",H4OR05338,NPA,OR
"STAGGS, TRENT",S4UT00217,REP,UT
"PECK, TIMOTHY",H4IN09163,DEM,IN
"KAHRS, JEFF",H4KS02180,REP,KS
"KROEMER, KURT",H4AZ01210,DEM,AZ
"COREY, MATTHEW MCKINNON",S8CT00121,REP,CT
"TERAN, RAQUEL",H4AZ03117,DEM,AZ
"HEWETT, DON",H2WA10063,REP,WA
"BRADSHAW, MARQUITA",S4TN00542,DEM,TN
"RODRIGUEZ-PRILLIMAN, HELI",S4TX00607,DEM,DC
NATHAN KLINE,S4MO00318,GRE,MO
"WEAVER, JOHN GLEN LT COL RET.",S4NE00215,REP,NE
"GUTIERREZ, ROLAND",S4TX00755,DEM,TX
"GONZAGA, JOSEPH LUIZ",P40012841,NNE,OR
"BEVELS, BARRON RAE",H4AL03087,REP,AL
"MCCAUL, MICHAEL",H4TX10093,REP,TX
"HOLNESS, DALE V.C. MR.",H2FL20159,DEM,FL
"DARIUS, WADESON",H8FL10066,DEM,FL
"KENNEDY, DAVID R.",H4VA08422,IND,VA
"JENKINS, COLBY C",H4UT02387,REP,UT
"MOORE, JUSTIN",H4TX32071,DEM,TX
"GLUCK, GEORGE",H4MD06449,DEM,MD
"GLUCK, GEORGE",H4MD06456,DEM,MD
"KOUZOUNAS, DEMI",S4ME00121,REP,ME
"ROTH, FRANKLIN DELANO II",H4MO08238,DEM,MO
"RUST, JOHN",S4IN00253,REP,IN
"GLUCK , GEORGE",H2MD08175,DEM,MD
"CONROY, CARMELA",H4WA05168,DEM,WA
"MAYCUMBER, JACQUELIN",H4WA05192,REP,WA
"BROWN, SAM",S2NV00308,REP,NV
"HERSKOWITZ, CRAIG",H4NY01154,DEM,NY
"TOLIVER, DESIREE",H4WA10085,DEM,WA
"NEWELL, BRYAN KEITH",H4AL03095,REP,AL
"KLOBUCHAR, AMY",S6MN00267,DFL,MN
"GARAY, BRANDON",H4VA10220,DEM,VA
"ANDERSON, QUENTIN ANTHONY",H4LA06070,DEM,LA
"JONES, BRITTANY NICHOLE",P40010290,UN,OR
"BARRASSO, JOHN A",S6WY00068,REP,WY
"BAKER, DAVID",H4PA11078,DEM,PA
"HAMLEN, WILLIAM P",H4NH02381,REP,NH
"MURPHY, CAROL",H4NJ03205,DEM,NJ
"LEWALLEN, LESLIE",H4WA03122,REP,WA
"WHITE, VIBERT DR",H4FL10123,NPA,FL
"DUARTE, JOHN",H2CA13131,REP,CA
"SWALWELL, ERIC MICHAEL",H2CA15094,DEM,CA
"HERNANDEZ, PETER",H2CA18163,REP,CA
"VALADAO, DAVID",H2CA20094,REP,CA
"MANDEL, DAVID",H4CA07097,DEM,CA
"MCBRIDE, JOHN",H4CA09101,REP,CA
"KHANNA, ROHIT",H4CA12055,DEM,CA
"EHR, PHILLIP",H8FL01107,DEM,DC
"VAN GEONS, JONATHAN",P40020596,UC,FL
"HAUTH, KURT PATRICK MR",H4OR05346,CON,OR
"NEWKIRK, FRANK",P40020588,REP,IN
"RORIE, JASON",H4IL13274,DEM,IL
"MONTAGUE, SHEILA",H4NJ10234,DEM,NJ
"SALTERS, DEBRA L.",H4NJ10242,DEM,NJ
"SLOCUM, MICHELLE KAY MS.",P40020604,UN,MI
"MASJEDI, NAYRIKA DEBORA",P40020612,NNE,CA
"MCKINNEY, MAURICE",P40020620,IND,VA
"BARSOOM, RAAFAT",H4NJ11133,REP,NJ
"KONIZ, GARY L",H0FL04116,W,FL
"EASLEY, CASSIE",H2UT02506,CON,UT
"FELTON, ELIZABETH",H0FL21094,W,FL
"MALAMED, ZAK",H4NY03127,DEM,NY
"HUBBARD, MIKE",H2IN02337,IND,IN
"BAIRD, JAMES R DR.",H8IN04199,REP,IN
"PHILLIPS, DEAN",H8MN03143,DFL,MN
"GROFF, ASHLEY",H4IN04271,LIB,IN
"RAVEENDRAN, REJANI",S4WI00231,REP,WI
"GANORKAR, MAHESH",H2NC06106,UN,NC
"GANORKAR, MAHESH",H4NC02150,UN,NC
"NADLER, JERROLD L",H2NY17071,DEM,NY
"CARRANZA, MARGARITA MARIA MMC MMC",H2CA29087,REP,CA
"GODFREY, DARRYL",H4NJ10168,DEM,NJ
"EVERIDGE, BEN",S4FL00819,IND,FL
"CARDER, ROBIN MS",H4OK03079,REP,OK
"SPICER, LAVERN",H4FL24041,REP,FL
"CRUZ, GINGER",H4GU01029,DEM,GU
"ARBALLO, PHIL",H0CA22102,DEM,CA
"RUOHO, MICHAEL JEFFREY",P40007650,REP,MN
"THANEDAR, SHRI",H2MI13204,DEM,MI
"CANO, SANDRA C",H4RI01166,DEM,RI
"DOGGETT, LLOYD",H4TX10028,DEM,TX
"MCNEAL, JUSTIN SHAD MR",H4SD01047,REP,SD
"MCNEAL, JUSTIN SHAD MR",H4SD01054,REP,SD
"DIEMER, MATTHEW",H2OH16044,DEM,OH
"PHILLIPS, DEAN",P40016131,DEM,MN
"MURPHY, JUSTIN MICHAEL LL.M.",S4NJ00532,REP,NJ
"REID, ROBERT",H4VA02086,IND,VA
"ARREAGA, FRANCESCO",H4CA30271,DEM,CA
"ARAGON, EDDY",H2NM01235,IND,NM
"HEWETT, DON",H0WA10067,REP,WA
"MOULTON, SETH",H4MA06090,DEM,MA
"OLSZEWSKI, JOHN ANTHONY JR.",H4MD02232,DEM,MD
"KLACIK, KIMBERLY",H4MD02265,REP,MD
"ELFRETH, SARAH KELLY",H4MD03156,DEM,MD
"BAKER, ARTHUR",H4MD03321,REP,MD
"LAM, CLARENCE",H4MD03198,DEM,MD
"BOYLE, BRENDAN F",H4PA13199,DEM,PA
"NOURI, PRESTON",H4PA16093,DEM,PA
"KRAMER, TIMOTHY D",H4PA16101,REP,PA
"KAUL, KRYSTLE",H4VA10196,DEM,VA
"VILLAFANE RAMOS, WILLIAM ELY",H4PR00103,NPP,PR
"GOVATSOS, JAMES MR.",H4MA08047,REP,MA
"SIMON, LATEEFAH",H4CA12154,DEM,CA
"TRAN, JENNIFER",H4CA12196,DEM,CA
"GRAVES, GARRET",H4LA06153,REP,LA
"FIELDS, CLEO",H4LA06211,DEM,LA
"GUILLORY, ELBERT LEE",H4LA06229,REP,LA
"GUILLORY, ELBERT LEE",H4LA06237,REP,LA
"CLARK, KATHERINE",H4MA05084,DEM,DC
"QUEZADA, ANA B MRS.",H4RI01224,DEM,RI
"SNIDER, JAMES",H4MO08246,REP,MO
"SMITH, CHRISTOPHER H",H8NJ04014,REP,NJ
"SCENIAK, JAMES MICHAEL",H4IN06219,LIB,IN
"WINKLER, DAVID JOHN MR.",H4PA04107,REP,PA
"MORROW, SCOTT D MR",S4WY00188,DEM,WY
"FITZLAFF, K. RICHARD",H4IN08322,LIB,IN
"WALKER, DAVID",H4OR03135,OTH,OR
"KNEPPER, HOWARD",S0FL00544,W,FL
"BEACHY, PHILLIP",S2IN00349,W,IN
"ALVAREZ, ANTONIO XAVIER",S2IN00364,W,IN
"DERN, DOUG",S2MI00144,NLP,MI
"SALEM, KHALED",S4NY00271,DEM,NY
"ROSE, JOHN W.",H8TN06094,REP,TN
"MASSIE, THOMAS H.",H2KY04121,REP,KY
"PORTER, JOHN MARK",H2CA33253,W,CA
"MYERS, JONATHON PAUL",H4VA07218,REP,VA
"OMORUYI, KENNETH EHIOSU",H4TX07149,REP,TX
"POWELL, RHONDA M.",H4MI10123,DEM,MI
"BOWMAN, THOMAS WILLIAM MR.",H4MN02185,IND,MN
"KELLER, ALEXANDER MR",S4AZ00154,DEM,AZ
"GREENE, MARJORIE TAYLOR",H0GA06192,REP,GA
"SCHMIDT, DEREK",H4KS02164,REP,KS
"VALDES, ANTHONY",H4NJ08121,REP,NJ
"HUNT, TREY",H2TX12085,DEM,TX
"PRUETT, DASHA",H0PA05094,REP,PA
"GOOD, ROBERT G. HON.",H0VA05160,REP,VA
"HEID, ROBIN",H4CO03472,REP,CO
"JONES, JEFFREY",H4PA01137,DEM,PA
"A BROWN, MICHAEL",H4DC01033,IND,DC
"BALINT, REBECCA 'BECCA'",H2VT01076,DEM,VT
"BODDIE, PRESIDENT R",P40015463,IND,AK
"DAVIS, DANNY K. MR.",H4IL07037,DEM,IL
"LAIBLE, STEVE WILLIAM",H2OR04186,DEM,OR
"FALLON, PATRICK",H0TX04219,REP,TX
"SHAH, AMISH DR.",H4AZ01194,DEM,AZ
"WALKER, EDWARD ALAN",H8MT01190,REP,MT
"TER MAAT, MICHAEL",P40007734,LIB,VA
"LIMON, SANTOS M.",H4TX23138,DEM,TX
"HEINZER, CLIFFORD",H4VA07267,DEM,VA
"DENENBERG, DAVID W",H4NY04190,DEM,NY
"WATERS, MARY",H8MI13185,DEM,MI
"LUETKEMEYER, W BLAINE",H8MO09153,REP,MO
"LICCARDO, SAM T.",H4CA16197,DEM,CA
"HERNANDEZ RIVERA, PABLO JOSE",H4PR01010,DEM,PR
"HOLDER, DERRICK ROSS",H4IN04255,DEM,IN
"SALAS, RUDY",H2CA21233,DEM,CA
"HERNANDEZ, SALOMON SR.",H4FL14166,W,FL
"HERZ, DAVID RAPHAEL MR.",P00006528,REP,CT
"ANDERSON, JOHN CARNAN",H4TX31073,REP,VA
"ETHEREDGE, MARLON J",P40020463,REP,CT
"COOPER, EARL L",H4DE01092,DEM,DE
"MAHER, MICHAEL A",H2CA22215,REP,CA
"CARDENAS, TONY",H2CA28113,DEM,DC
"RUIZ, RAUL DR.",H2CA36439,DEM,CA
"KAMLAGER-DOVE, SYDNEY",H2CA37304,DEM,DC
"SANCHEZ, LINDA",H2CA39078,DEM,CA
"ROLLINS, WILL",H2CA42205,DEM,CA
"TAKANO, MARK",H2CA43245,DEM,CA
"GARCIA, ROBERT",H2CA47188,DEM,CA
"PETERS, SCOTT",H2CA52089,DEM,CA
"KRAMER, ANNA CHENG",H4CA15074,REP,CA
"LOFGREN, ZOE",H4CA16049,DEM,CA
"OHTAKI, PETER I",H4CA16163,REP,CA
"CASTRO, DUSTIN",H4CO04256,UN,CO
"GRADY, TONY",S4NV00312,REP,NV
"JENKINS, DEON D",P40015315,DEM,CA
"ALCORN, ETHAN",H4ME01186,IND,ME
"WILLIAMS, LYNNETTE",H2TN08184,DEM,TN
"HENRY, WILLIAM OSCAR",H8NJ09120,DEM,NJ
"BARNES, HEATH",H4MD06308,REP,MD
"THOMAS, JOHN C.",S4PA00360,LIB,PA
"GARNER, MARKIE KENNETH MR.",P40021164,IND,OK
"BECKER, RICK",H4ND00053,REP,ND
"HAMMER, TRYGVE",H4ND01044,DEM,ND
"FREI, DANIEL EDWARD",H4NE02096,REP,NE
"NEWMAN, SETHATINA MARIA MRS.",P40021040,W,MD
"KENNEDY, MIKE",H4UT03260,REP,UT
"DAHLIN, KATHRYN W",H4UT03328,REP,UT
"DEARING, ZACHARY",H4KY06189,IND,KY
"HASSAN, AHMAD",S4TX00821,DEM,TX
"MCCLELLAN, JENNIFER",H4VA04066,DEM,VA
"VASQUEZ, GABRIEL",H2NM02191,DEM,NM
"AMODEI, MARK EUGENE",H2NV02395,REP,NV
"TANNIRU, JOSEPH KISHORE",P00015230,SEP,MI
"HALL, STANLEY RALPH",H4MO01159,REP,MO
"GOOTKIN, ELVIS",P40021602,IND,MI
"HORSFORD, STEVEN ALEXZANDER",H2NV04011,DEM,NV
"COLLINS, ANDREW",P40019739,IND,TN
"SIGMON, MICHAEL RAY",H4WV17013,DGR,WV
"DE LA TORRE, CHRISTOPHER JOSEPH",P40019812,OTH,OR
"NICK, LALOTA",H2NY01190,REP,NY
"PRIEST, PETER F.H. II",H2IN08193,DEM,IN
"KUMAR, HARMESH",H4CA20272,DEM,CA
"PETRUS, ADRIAN",H6MD07459,DEM,MD
"QUINN, JOSEPH DONALD",H8MD01011,DEM,MD
"REA, JOHN",H8MD04064,REP,MD
"BLY, RAY",H8MD07042,REP,MD
"CAMPBELL, JOHNNIE",P40019648,NNE,IA
"SMALLWOOD, LEAH",P40019655,REP,OH
"COLLIER, SCOTT M",H0MD02255,REP,MD
"YADETA, MICHAEL",H0MD08237,REP,MD
"SIGLEY, LORRIE A.",H2MD07110,REP,MD
"JENKINS, KEVIN",H4TN01185,DEM,TN
"KAISER, SCOTT M",P40019663,NPA,MI
"HAZZA, SAMIR RAMZI MR.",S4FL00777,IND,FL
"LOZADA, FRANK",H4NY04208,DEM,NY
"VAZQUEZ, ROBERTO J",H4PA01152,REP,PA
"DICKINSON, SPENCER E",H2RI02069,DEM,RI
"SIGMON, MICHAEL RAY",S4MD00541,GRE,WV
"STERN, EVERETT",S4FL00579,DEM,FL
"HALFHILL, ADAM SCOTT",H4PA14114,IDP,PA
"NEEDHAM, LOGAN",P40019671,UNK,NV
"CARTER, THOMAS JOSEPH",H4VA10360,REP,VA
"RUPLI, DANNY CRAIG",H6MD00025,DEM,MD
"PING, CATHERINE (CAT)",H8IN07259,REP,IN
"GRIFFIN, CODY",H4OH62010,CRV,OH
"HOLADAY, RENE'",H4WA05275,REP,WA
"WEIR, LOGAN MICHEAL",P40019689,DEM,TN
"WISEMAN, DAVID ALEXANDER",P40019697,IND,CO
"LAFAZAN, JOSHUA",H2NY03162,DEM,NY
"BLOCKEY, JIM",H8NV01113,REP,NV
"DUNCAN, VINCE",H4TX18112,W,TX
"RAMIREZ, ANTHONY",H4TX00011,UN,TX
"OLSON, DAVID RYAN MR",P40020703,W,PA
"TOULME, ALIX CHRISTOPHER MR. JR.",P40020711,OTH,FL
"TOULME, ALIX CHRISTOPHER MR. JR.",P40020729,VET,FL
"BELARDO, JEREMY",P40020737,DEM,FL
"SCHWARTZ, DANIEL MARK",H2NV04029,REP,NV
"SMILEY, TIFFANY",H4WA04179,REP,VA
"KEENER, KEVIN GLENN",P40020752,DEM,TX
"SIGMON, MICHAEL RAY",S4MD00608,PRO,WV
"HALE, CECIL R.",H4HI01217,DEM,HI
"TOMAN, AARON",H4HI02132,LIB,HI
"MEYER, RANDALL KELLY",H4HI02140,N,HI
"BAILEY, ANDREA OLIVIA",H4VA07341,DEM,VA
"BIES, DAVID",H2AZ02436,DEM,AZ
"WALTON, GREG",P00015925,REP,CA
