candidate name,party,fec_id,cid
"Holt, Mike",R,S2OH00451,N00049251
"Holtzman, Elizabeth",D,H2NY10316,N00001097
"Holyk, Isaac",R,S2WA00460,N00051168
"Holzhauer, Hava",D,H2FL22205,N00051041
"Honeycutt, Rod",R,H2NC11247,N00048997
"Hood, Gerald",R,H2TN04274,N00047878
"Hood, Ron",R,H0OH18101,N00029568
"Hook, Louis",R,H2MS04290,N00049309
"Hooper, James",R,H2MI12198,N00050866
"Hooper, Steven",I,H2TN07210,N00051930
"Hopkins, Rhonda",R,H0OK02244,N00047252
"Hoppe, Garrett",R,H2OR04178,N00050447
"Horn, Kendra",D,S2OK00228,N00041394
"Horn, Madison",D,S2OK00152,N00050022
"Horning, Andy",L,H2IN08185,N00025924
"Horsford, Steven",D,H2NV04011,N00033638
"Hosanna, Judah",R,H2CA52147,N00047927
"Hotchkiss, Christian",D,H2FL13238,N00048500
"Houchin, Erin",R,H6IN09143,N00037427
"Houlahan, Chrissy",D,H8PA06087,N00040949
"Houlahan, Stephen",D,H2CA50174,N00047786
"Houser, James Edwin",R,H2WV01144,N00051129
"Howard, Eugene",D,H2TX22159,N00048043
"Howard, Jim",3,H8OR04084,N00007787
"Howard, Jon Gregory",R,H2GA09242,N00050348
"Howard, Michael",D,H2MO06244,N00051642
"Howard, Taffy",R,H2SD01041,N00049335
"Howe, John",3,H2AK00366,N00051325
"Howe, Jonathan",L,H2NY14102,N00049146
"Hoyer, Steny H",D,H2MD05155,N00001821
"Hoyle, Val",D,H2OR04095,N00049734
"Hoylman, Brad",D,H2NY10233,N00051206
"Hrezi, Muad",D,H2CT01205,N00047935
"Hubbard, Garry",3,H8VA02087,N00041713
"Hubbard, Lourin",D,H2CA22165,N00048163
"Hubbard, Mike",I,H2IN02337,N00051901
"Hubbard, Peggy",R,S0IL00501,N00044231
"Hubbard, Steven Erich Mr.",D,H2TN43017,N00051654
"Huckabee, Scott",R,H2TX18181,N00049177
"Hudson, Jesse Graham",I,H2MS04241,N00047991
"Hudson, Lanette",R,S2IL00242,N00049994
"Hudson, Richard",R,H2NC08185,N00033630
"Huey, Nicky",R,H2UT04080,N00049347
"Huff, Jim",R,H2FL19110,N00050812
"Huff, Walter Earl",D,H2LA05274,N00051628
"Huffman, Andrew",R,H2NC12260,N00051199
"Huffman, Curtis",R,H2NE01191,N00051073
"Huffman, Jared",D,H2CA06259,N00033030
"Huffman, Scott",D,H8NC08091,N00042582
"Hughes, Charles",D,H0IL03133,N00046768
"Hughes, David",I,H2AK01125,N00050777
"Huizenga, Bill",R,H0MI02094,N00030673
"Hullihan, Jonathan",R,H2TX08133,N00048586
"Humphrey, Johnny",D,H2CO08087,N00049487
"Hundley, Evangeline",D,H2SC05102,N00051435
"Hunsaker, Jake",R,H2UT04072,N00049186
"Hunt, Alexandra",D,H2PA03129,N00048026
"Hunt, Jeremy",R,H2GA02189,N00050093
"Hunt, Trey",D,H2TX12085,N00048042
"Hunt, Wesley",R,H0TX07170,N00044362
"Huq, Muzib",D,H2NY02115,N00047874
"Hurla, Andrew",D,S2MO00676,N00050532
"Hurless, Denise Lynn",R,H2WI03106,N00049193
"Hurst, Glenn",D,S2IA00156,N00048947
"Hussey, Larry",I,S2WA00478,N00051169
"Hutson, Jason",R,H2TX31176,N00049182
"Hwang, Tom",R,H2OH15202,N00048566
"Hyde, Martin",R,H2FL16108,N00048186
"Hyde, Robert",R,S2CT00256,N00044838
"Hyland, Shawn",R,H2NJ03241,N00049315
"Hylland, Brian Jr",D,H2OR06082,N00049740
"Hynes, Randell",D,H2NV03211,N00049694
"Idrogo, Michael",L,H8TX28039,N00005963
"Imam, Donna",D,H0TX31097,N00044930
"Imer, Laurel",R,H2CO07162,N00048175
"Impellizzeri, John Anthony",D,H2OH07191,N00049723
"In'Am Hadil, Naziha Karima",D,H2CO03237,N00047932
"Ingram, Denard",D,S2CA00989,N00048097
"Inman, Charlie",I,H2ME01156,N00050381
"Ireland, Jonathan",D,H0AZ05169,N00045897
"Irwin, Bill",R,H2MO04223,N00049619
"Irwin, Steven",D,H2PA18218,N00049758
"Isemann, John",R,H2NJ07200,N00049317
"Ishii, David",D,S2WA00411,N00047036
"Isom, Ally",R,S2UT00344,N00048841
"Issa, Darrell",R,H0CA48024,N00007017
"Itkis, Mikhail",I,H2NY12239,N00051427
"Ivanovskis, Jeremy",R,H2TX03316,N00049785
"Ivey, Amber",I,H0MD07387,N00046889
"Ivey, Glenn",D,H2MD04315,N00033749
"Ivy, Surrea",R,H2GA04193,N00048977
"Iyer, Steve",R,H2CA14204,N00050261
"Jackson Lee, Sheila",D,H4TX18054,N00005818
"Jackson, Annette Davis",I,S2GA00308,N00051779
"Jackson, Chuck",I,S8WA00129,N00007902
"Jackson, Derry",D,H2OR06025,N00049004
"Jackson, Jana",R,H2AZ09134,N00047910
"Jackson, Jeff",D,H2NC14076,N00050407
"Jackson, Jonathan",D,H2IL01349,N00050105
"Jackson, Lanny",D,S2AL00236,N00050229
"Jackson, Marilyn",R,H2TX35151,N00049856
"Jackson, Natalie",D,H2FL10184,N00048498
"Jackson, Phil",D,H2FL20266,N00048864
"Jackson, Ramon",R,H2MI13253,N00050272
"Jackson, Ronny",R,H0TX13228,N00046055
"Jackson, Shanelle",D,H2MI12180,N00034406
"Jacobs, Chris",R,H0NY27090,N00044575
"Jacobs, Matt",R,H2CA26133,N00047919
"Jacobs, Sara",D,H8CA49074,N00042081
"Jaffe, Mark",D,H2NY16107,N00051428
"Jafri, Khalid",D,H0CA43074,N00012851
"Jahn, Lucinda",I,H0CA50210,N00046754
"Jain, Usha",I,H2FL10325,N00050590
"James, Isiah",D,H0NY09080,N00044039
"James, Jesse",I,H2WA07135,N00051519
"James, John",R,H2MI10150,N00041550
"James, Natalie",D,S2AR00115,N00049023
"Jarboe Duley, Toni",R,H2MD05577,N00051587
"Jarchow, Ryan",R,H2TX08117,N00048306
"Jayapal, Pramila",D,H6WA07458,N00038858
Jaycee Magnuson,R,H2LA05191,N00047978
"Jaye, Brian",D,H2MI08154,N00047612
"Jedeikin, Mathew",I,H2CA06309,N00047912
"Jefferson, Jrmar",D,H2TX01146,N00038596
"Jefferson, Kinya",R,H2TX30194,N00046071
"Jeffries, Bobby",R,S2PA00471,N00045064
"Jeffries, Hakeem",D,H2NY10092,N00033640
"Jenkins, Chris",D,H2WA03159,N00048602
"Jenkins, Jonathan",R,H2MD06260,N00048224
"Jenkins, Matthew",D,H2NJ04215,N00050413
"Jenkins, Storm",R,H2CA36462,N00007368
"Jensen, Jesse",R,H0WA08103,N00045561
"Jensen, Meghan",D,H2WY01073,N00051443
"Jensen, Ty",R,S2UT00351,N00043966
"Jesuele, Matt",I,H2CA36488,N00050316
"Jette, Matt",R,H2MT01110,N00034303
"John, Harold",D,H2LA02222,N00047966
"John, Xan",I,S0LA00378,N00047357
"Johns, Derrick",R,H2TX31168,N00049181
"Johnsen, Gina",R,H2MI06133,N00049114
"Johnson, Alden",L,H2MS04233,N00047990
"Johnson, Alexis",R,H2NM03173,N00045264
"Johnson, Audra",R,H2MI03163,N00048228
"Johnson, Bill",R,H0OH06189,N00032088
"Johnson, Clint",R,H2OK02240,N00050700
"Johnson, Constance Lov",D,S2NC00620,N00050005
"Johnson, Demnlus",D,H2CA08222,N00050059
"Johnson, Dusty",R,H8SD01055,N00040559
"Johnson, Eric Chase",I,S2GA00233,N00049230
"Johnson, Hank",D,H6GA04129,N00027848
"Johnson, J Christopher",D,H2LA02180,N00047962
"Johnson, Jeff",D,H2OH11177,N00003569
"Johnson, John",I,H2NV04086,N00048012
"Johnson, Larry",D,S2PA00364,N00048128
"Johnson, Leif",R,H2WA02219,N00048791
"Johnson, Liz",D,H2GA12162,N00045695
"Johnson, Mike",R,H6LA04138,N00039106
"Johnson, Orlando",R,H2AZ09126,N00047784
"Johnson, Queen",D,H2NY08161,N00049322
"Johnson, Ray",D,H2MI02165,N00050383
"Johnson, Ron",R,S2PA00513,N00048650
"Johnson, Ron",R,S0WI00197,N00032546
"Johnson, Rusty",R,H2IN07153,N00048990
"Johnson, Ryan",R,H2MO04165,N00048882
"Johnson, Stanford",R,H2MS02195,N00051402
"Johnson, Traci",D,S2OH00543,N00051160
"Johnson, Travis",L,H2MN07113,N00048236
"Johnson, Wayne",R,H2GA02163,N00045875
"Johnson-Green, Tabitha",D,H8GA10197,N00043150
"Johnson-Shealey, Tamara",D,S0GA00484,N00045874
"Joiner, Michael",R,H2AL03123,N00050293
"Joiner, Ricky",R,S2MO00700,N00051006
"Jolicoeur, Brandon",I,H2LA02230,N00047967
"Jones, Alax",I,H2CO05174,N00048672
"Jones, Andrew",R,H2MO01179,N00049118
"Jones, Bryan",R,H2FL01241,N00049498
"Jones, Chris",D,H2TX37041,N00049862
"Jones, David Leighton",I,H2TN04324,N00051929
"Jones, Eric",D,H2OH13215,N00049153
"Jones, Evan",I,H0WA04110,N00047035
"Jones, Herbert Jr",D,H2VA01124,N00050733
"Jones, J Darnell",D,H2IL01356,N00050106
"Jones, Jimih",R,H2CA04163,N00051343
"Jones, Kermit",D,H2CA04122,N00049050
"Jones, Lateresa",R,H0FL20112,N00035791
"Jones, Laura",D,H0TX08145,N00046295
"Jones, Mondaire",D,H0NY17174,N00044908
"Jones, Paul",R,H0CA38140,N00044495
"Jones, Rebekah",D,H2FL01233,N00048674
"Jones, Rick",D,H2UT01300,N00050956
"Jones, Scott",R,H2CA03140,N00038597
"Jones, Stephan",I,H2AZ04234,N00051879
"Jones, Vernon",R,H2GA10281,N00028946
"Jordan, Ali",I,H2CA27248,N00049058
"Jordan, Jamie Kaye",D,H2TX22183,N00049818
"Jordan, Jeff",R,H2VA08160,N00046600
"Jordan, Jim",R,H6OH04082,N00027894
"Jordan, Steven",R,H2MO01211,N00050401
"Joseph, Nalini",R,H2NC12278,N00051200
"Joseph, Vladimy",D,H2NY12171,N00045080
"Josephson, Gary",D,H2OH15269,N00051104
"Joshi, Rahul",D,H2NV02585,N00051419
"Joy, Elizabeth",R,H0NY20111,N00044349
"Joyce, David P",R,H2OH14064,N00035007
"Joyce, John",R,H8PA13125,N00043242
"Joyce, Sean",R,H2ME02204,N00049590
"Juarez, Angela",R,H2TX15211,N00049805
"Judge, James",R,H2FL14277,N00049515
"Junge, Paul",R,H0MI08141,N00045727
"Kahele, Kai",D,H0HI02155,N00044007
"Kahn, Kevin",L,S2NH00306,N00046680
"Kail, Evan",D,H2MN04144,N00048234
"Kaiman, Jon",D,H2NY03170,N00038743
"Kaiser, Adrian",R,H2TX08257,N00049339
"Kalagias, Mike",L,H8AR03090,N00043098
"Kalberer, George H",D,H2MN01330,N00051282
"Kale, Andrea Doria",D,H2FL17106,N00050595
"Kalloch, Andrew",D,H2OR04103,N00049735
"Kallur, Sumukh",D,H2MI11224,N00048717
"Kamlager, Sydney",D,H2CA37304,N00049460
"Kaplan, Glenn",I,H2CA12232,N00050560
"Kaptur, Marcy",D,H2OH09031,N00003522
"Karlen, Jon",D,H2MO03159,N00049119
"Karpacs, George A",R,S2PA00679,N00039190
"Karr, Gregory",D,H2SC02166,N00048761
"Kasheta, Stephanie",D,S2NV00373,N00051481
"Kaspar, Scott",R,H2IL06132,N00049551
"Katko, John",R,H4NY24073,N00035934
"Katz, Sarah",D,H2CA17116,N00047674
"Katzenmeyer, Jessica",D,H2WI05267,N00049359
"Kauffman, Jeremy",L,S2NH00256,N00050241
"Kaur, Navjot Pal",D,H2NY03147,N00048547
"Kean, Thomas H Jr",R,H0NJ07261,N00027502
"Kearney, Howard",L,H6LA01225,N00040242
"Keating, Bill",D,H0MA10082,N00031933
"Keeney, Taylor",R,H2VA07162,N00048931
"Keirsey, Kent",R,H2NC13193,N00049312
"Keith, Pam",D,H0FL18207,N00036907
"Keller, Bryan",R,H2WY01024,N00048062
"Keller, Fred",R,H0PA12181,N00044065
"Keller, Jeremy",I,S2AK00283,N00051692
"Kelley, Brenden",D,H2OH14098,N00048023
"Kelley, Buzz",R,S2AK00242,N00051688
"Kelley, Joe",R,H2MD02301,N00048222
"Kellogg, George",I,H2WI07099,N00049911
"Kelly, Jeremy",R,H2FL01225,N00048491
"Kelly, Jewel",D,S2MO00494,N00048109
"Kelly, Lloyd",D,H2LA02248,N00047968
"Kelly, Mark",D,S0AZ00350,N00044223
"Kelly, Mike",R,H0PA03271,N00031647
"Kelly, Odessa",D,H2TN05305,N00048288
"Kelly, Patrick",D,S2MO00718,N00051251
"Kelly, Robin",D,H2IL02172,N00035215
"Kelly, Trent",R,H6MS01131,N00037003
"Kelsey, Bill",L,H4TX10184,N00035976
"Keltie, Rebecca",R,H2CO05166,N00047448
"Kelts, Jake",L,H2MI09160,N00051592
"Kenderes, Brian",I,H2OH07266,N00051925
"Kennedy, Bob",R,H2PA06155,N00048280
"Kennedy, Brynne",D,H0CA04175,N00044487
"Kennedy, Carrie",R,H2WA02227,N00047415
"Kennedy, John",R,S4LA00065,N00026823
"Kennedy, Ronda",R,H2CA26141,N00045381
"Kent, Joe",R,H2WA03100,N00048054
"Kenyatta, Malcolm",D,S2PA00398,N00048131
"Keohokalole, Jarrett",D,H2HI02565,N00050826
"Kerner, Jerry",D,H2MS02161,N00049308
"Kerner, Joseph",D,H2IA02129,N00049099
"Kerr, Michael",3,H2CA10244,N00045647
"Keuneke, Jeff",R,H2MS02153,N00047870
"Khaaliq, Haneefah",I,S2IN00133,N00047100
"Khalfani, Akil",D,H0NJ10257,N00047748
"Khalil, Alex",D,S2PA00406,N00048132
"Khan, Mumin",D,H2CA32222,N00047785
"Khanna, Ro",D,H4CA12055,N00026427
"Kheireddine, Moneer",R,H2FL13261,N00048863
"Khenson, Max",D,S2CA01037,N00048390
"Kidd, Jim",I,H2WI05283,N00051125
"Kiggans, Jen",R,H2VA02064,N00048315
"Kilbane, Mark",R,H2NH01296,N00050250
"Kilboy, Matt",D,H2OH13223,N00049729
"Kilbride, Eugene",R,H2CA10202,N00049431
"Kildee, Dan",D,H2MI05119,N00033395
"Kiley, Kevin",R,H2CA03157,N00050259
"Kiley, Sue",R,H2NJ06228,N00049684
"Killmeyer, Jason",R,H2PA17152,N00050456
"Kilmer, Derek",D,H2WA06129,N00034453
"Kilpatrick, Heather",D,H2GA11214,N00047944
"Kim, Andy",D,H8NJ03206,N00041370
"Kim, David",D,H0CA34131,N00045011
"Kim, Elizabeth",D,H2NY10183,N00050684
"Kim, Heerak Christian",R,H0VA08172,N00046082
"Kim, Sery",R,H2TX06343,N00048581
"Kim, Young",R,H8CA39240,N00042386
"King, Esther Joy",R,H0IL17083,N00045239
"King, Kelvin",R,S2GA00183,N00048404
"King, Paul",R,H2NY05126,N00050427
"King, Santana F",R,H2OH13280,N00050693
"King, William",R,H2FL10275,N00049508
"Kinsey, Craig",R,H2NC04119,N00048531
"Kirby, Andrea",3,H8MI09142,N00043926
"Kirby, Robert",D,S2WA00346,N00047857
"Kirkmeyer, Barb",R,H2CO08079,N00036251
"Kishineff, Jason",3,H8CA05183,N00042064
"Kistner, Tyler",R,H0MN02134,N00046225
"Kite, George",R,H2SC07165,N00048030
"Kittleson, John",L,H2CO01249,N00051886
"Kizik, Ellen",I,S2IN00174,N00044777
"Klarides, Themis",R,S2CT00306,N00050522
"Klee Hood, Sarah",D,H2NY24150,N00049715
"Kleinmeyer, Brandon",R,H2MO06251,N00051643
"Kline, Patricia",I,H2NJ01153,N00050672
"Klingenberg, Robert Joseph",D,S2KS00121,N00050236
"Klippert, Brad",R,H2WA04157,N00048322
"Klopf, Ross",L,H2CO07220,N00051890
"Klosowski, Jimmy",R,H2IN07161,N00049105
"Klussmann, Duncan",D,H2TX38056,N00049870
"Knapp, Denton",R,H2WY01040,N00048934
"Knepper, Howard",I,S0FL00544,N00032619
"Knight, Don",I,H2AK00424,N00051331
"Knight, Will",D,H2OH11227,N00048273
"Knudsen, Brett",D,H2WI03098,N00049015
"Ko, Tim",R,H2NY24143,N00049327
"Kobiesa, Jacek",R,H2WA04207,N00051662
"Kocen, Stephen",D,H2TX01153,N00049779
"Kocina, Kevin",R,H2MN01199,N00050646
"Kokoski, Michael",L,S4HI00169,N00036680
"Kolanagireddy, Hima",R,H2MI06166,N00051060
"Kolls, Mike",L,H4TX24151,N00035995
"Kolodziej, Karen",R,H2IL08179,N00050358
"Konczal, Kevin",R,H2AZ06239,N00048956
"Koniz, Gary",I,H0FL04116,N00032568
"Koolidge, Michael",R,H2IL14094,N00049554
"Koons, Lonny",R,H2NY21123,N00048552
"Koppie, Chad",R,H2IL08203,N00004707
"Koprowski, Gene",R,H2IL16073,N00047951
"Kopsaftis, Peter",R,H2IL08161,N00049552
"Kovacs, John",R,H2NV03195,N00048894
"Kovic, Robert",R,H2NJ11145,N00048539
"Kraft, Vicki",R,H2WA03191,N00049902
"Krause, Mercedes",D,H2NV02551,N00051416
"Krause, Ryan",R,H0TX15108,N00042266
"Krautmann, Paul",D,S0NH00359,N00047623
"Kreiselmaier, Elizabeth",R,H0WA06081,N00045931
"Kress, Conrad",R,H2HI02540,N00050265
"Krishnamoorthi, Raja",D,H6IL08147,N00033240
"Krulick, Al",D,H2FL07255,N00002798
"Krystofiak, Steven",R,H2AZ02410,N00050052
"Kuehl, Kyle",R,H2IA01097,N00049540
"Kuehl, Steve",R,H2NE02157,N00050670
"Kulmann, Jan",R,H2CO08095,N00049488
"Kumar, Neil",R,H2AR03275,N00048147
"Kumar, Rishi",D,H0CA18068,N00043981
"Kumar, Tina",3,H2TX18215,N00050279
"Kunce, Lucas",D,S2MO00528,N00048412
"Kunelius, Dave",R,H2WI07107,N00051127
"Kuniansky, Joanne",3,H2NJ08315,N00051914
"Kunkle, Gregory",R,H2TX34220,N00050724
"Kuntz, Riley",R,S2ND00131,N00051478
"Kunze, Stephanie",R,H2OH15152,N00048561
"Kurani, Shrina",D,H2CA42197,N00048965
"Kurant, Stephen",D,H2IN02261,N00050119
"Kurtz, Phil",L,H8TX09153,N00042929
"Kuster, Ann",D,H0NH02181,N00030875
"Kustoff, David",R,H2TN07103,N00025445
"Kutz, Randy",R,H2AZ09209,N00049426
"Kyder, Albert",R,S2LA00176,N00051477
"LaBrue, Kyle",R,H2MO04215,N00049618
"Lacavera, Dominic Jr",L,S2OH00279,N00044243
"Lafazan, Josh",D,H2NY03162,N00049704
"Lagrone, Tobias",D,S2NC00398,N00048417
"Lahmeyer, Jackson",R,S2OK00111,N00048439
"LaHood, Darin",R,H6IL18088,N00037031
"Laible, Steve William",D,H2OR04186,N00051216
"Lake, Jeannine Lee",D,H2IN05165,N00042833
"Lal, Amit",R,H0NY05088,N00045266
"LaLota, Nick",R,H2NY01190,N00050419
"LaMalfa, Doug",R,H2CA02142,N00033987
"Lamare, Dennis",R,S2NH00215,N00032156
"Lamb, Conor",D,S2PA00562,N00041870
"Lamb, John",L,H2MT01144,N00051406
"Lambert, Dan",D,H2FL17098,N00047941
"Lamborn, Doug",R,H6CO05159,N00028133
"Lamon, Jim",R,S2AZ00331,N00048630
"Lancia, Bob",R,H0RI02287,N00046587
"Landin, Rogelio",D,H2MI13352,N00050643
"Landsman, Greg",D,H2OH01194,N00049718
"Lange, Paul",D,H2IL15091,N00051507
"Langella, Milam",R,H2TX02417,N00049782
"Langevin, Jim",D,H0RI02139,N00009724
"Langford, David Keith Mr. Jr.",R,H2CA06325,N00050299
"Langkraehr, Randy",L,H6MO05197,N00028445
"Langworthy, Nick",R,H2NY23228,N00051431
"Lankford, James",R,S4OK00232,N00031129
"Lankford, Keisha Dr.",D,H2TX30228,N00049845
"Lanni, Lou",D,H2PA05108,N00045284
"Lanning, Brad",R,H2PA01115,N00049742
"Lansden, Robert",R,H2LA05183,N00047977
"Lanzaro-Fisher, Jon",D,H2PA08110,N00049749
"Lape, Brandon",R,H0OH07146,N00046269
"LaPierre, Michael",R,H2SC04139,N00044749
"Laplante, Edmond",R,S2NH00223,N00050011
"Lara, Angel",D,H2CA21209,N00048854
"Lare, Jeff",R,H2OH15145,N00048560
"Largey, Patrick",R,H2HI01120,N00051385
"Larivee, Ben",D,H2AZ05157,N00047908
"Larkin, Matt",R,H2WA08182,N00048605
"Larkins, Judd",D,H2SC02182,N00049162
"Larose, Josue",R,S2FL00441,N00030562
"Larsen, Rick",D,H0WA02080,N00009759
"Larson, Christopher",D,S2WI00391,N00048845
"Larson, John",D,H8CT01046,N00000575
"Lasry, Alex",D,S2WI00342,N00048138
"Lassiter, Shawn",D,H2TX06327,N00048302
"Lastovich, Theresa",D,H2MN08145,N00049610
"Latta, Bob",R,H8OH05036,N00012233
"Laturner, Jake",R,H0KS02188,N00044232
"Lauf, Catalina",R,H2IL16107,N00045237
"Lauser, Lucy",D,H2WA03142,N00048321
"Lavonne, Asia",R,S2HI00163,N00050286
"Lawhorn, Zane",R,H6WV03117,N00027607
"Lawler, Mike",R,H2NY17162,N00051208
"Lawlor, Carrie",R,H2FL21181,N00050813
"Lawrence, Brenda",D,H2MI14111,N00034068
"Lawsin, Rogelio",R,H2NC12203,N00047995
"Lawson, Al",D,H0FL02086,N00030642
"Lawson, Jeanine M",R,H2VA10182,N00048932
"Lawson, Leon",R,S2WA00486,N00051170
"Laxalt, Adam",R,S2NV00324,N00049246
"Lazor, Larry",R,H2CT01213,N00048490
"Le, Tuan",R,H2FL07198,N00049503
"Leatherberry, Levi",L,H2OR04228,N00051802
"Leathers, JD",D,H2MO04124,N00048525
"Leatherwood, Rebecca",R,H2CO06164,N00048487
"Leavitt, Karoline",R,H2NH01270,N00048998
"LeBeau, Danny",I,H2VA06214,N00051118
"LeBlanc, Davis",R,H2AK01257,N00051261
"LeBlanc, Joseph",L,H0TX22369,N00047772
"LeBlanc, Lessie",D,H2LA03139,N00051904
"LeBrun, Tia",D,H2LA03105,N00051510
"Ledezma, Alejandro",R,H2TX35201,N00049861
"Lee, Aaron",I,H2MS04316,N00049623
"Lee, Barbara",D,H8CA09060,N00008046
"Lee, Baxter",R,H2TN05354,N00050277
"Lee, Daniel",D,H2CA37296,N00049278
"Lee, Denton",D,H2NC07138,N00048532
"Lee, Huhnkie",I,S2AK00135,N00043564
"Lee, Kou",D,S2WI00433,N00049032
"Lee, Laurel",R,H2FL15241,N00051178
"Lee, Mike",R,S0UT00165,N00031696
"Lee, Summer",D,H2PA18200,N00049757
"Lee, Susie",D,H6NV04020,N00037247
"Lee, Timothy Bruce",R,H2TN05420,N00050712
"Lee, Tyler",R,H2NC12229,N00048253
"Leffler, Gary",R,H2IA03127,N00049292
"Legnani, Andrew",D,H2CT01197,N00047861
"Lehman, Matt",D,H2KY04212,N00049568
"Leipold, Michael",R,S2OH00329,N00048119
"Leiser, Chris",R,H2FL12131,N00051375
"Lemon, Michael",R,H2MD05585,N00051588
"Lenney, Brian",R,H2ID01184,N00048985
"Lentz, Greg",R,H2CA12216,N00048660
"Leon, Jimmy",R,H2TX09149,N00050716
"Leone, Ross",L,H8TX28203,N00029779
"Lerma, John",R,H2TX15245,N00050717
"Lesko, Debbie",R,H8AZ08158,N00042056
"Lesnar, Tamara",L,S2SD00142,N00051821
"Letlow, Julia",R,H2LA05126,N00047972
"Levin, Andy",D,H8MI09118,N00042149
"Levin, Mike",D,H8CA49058,N00040667
"Levinson, Michael",I,H4FL13150,N00001303
"Levy, Daniel Algiers Lucas",R,H2ID02224,N00051182
"Levy, Leora",R,S2CT00314,N00050523
"Lewis, Bob",R,H2CO04151,N00051367
"Lewis, Chantia",D,S2WI00458,N00049034
"Lewis, Jamie",L,H2MI03221,N00051794
"Lewis, Jazz",D,H2MD04323,N00049584
"Lewis, Jennifer",D,H8VA06138,N00042728
"Lewis, Marcus",D,H2IL01307,N00035059
"Lewis, Michelle",I,S2NC00679,N00050290
"Lewis, Nathan",I,H2TX19072,N00049812
"Lewis, Tim",D,H2SC01143,N00050181
"Leyva, Mark",R,H8IN01096,N00003796
"Li, Jimmy Jiang",D,H2NY10274,N00051291
"Licursi, Vince",I,H2OH07274,N00051926
"Lieu, Ted",D,H4CA33119,N00035825
"Liew, Sarah",R,S2CA00872,N00045477
"Liggett, Jeremy",R,H2FL07149,N00048178
"Lindberg, Travis J",I,H2AZ05165,N00048955
"Lindemann, Barry",I,S2NV00415,N00051608
"Linderman, Hank",D,H8KY02080,N00042628
"Lindquist, Mark",D,H2MN07121,N00048719
"Lingsch, Rod",R,H0TX34034,N00046838
"Lipsman, Karina",R,H2VA08152,N00050484
"Lira, John",D,H2TX23132,N00048594
"Lirette, Greg",R,H2LA02156,N00047896
"Lister, Tom",R,H2FL05234,N00050336
"Litchfield, George",3,H2GA01264,N00049089
"Little, Mike",R,S2ID00137,N00049390
"Little, Sam",R,S2AK00150,N00048628
"Littles, Mark",R,H2MA09221,N00047796
"Liu, Peter",R,S2CA00880,N00044490
"Lizer, Myron",R,H2AZ02428,N00050554
"Lockwood, Bryce",D,H2MO07218,N00051645
"Loeb, Eric",R,H2MD04372,N00047133
"Lofgren, Zoe",D,H4CA16049,N00007479
"Loftis, Heath",R,S2AR00073,N00048094
"Logan, George S",R,H2CT05222,N00048972
"Logemann, Jonathan",D,H2IL17121,N00049556
"Logsdon, Joshua",R,H2AZ03160,N00049420
"Lombardi, Jack",R,H2IL16081,N00047952
"Lombardi-Olive, Camille",R,H6MO07235,N00039804
"Lombardo, Mark",R,H2FL01282,N00051368
"London, John",R,H2GA09259,N00051274
"London, Monika",R,H2CA16126,N00048161
"Long, Billy",R,S2MO00726,N00030676
"Long, Neal",L,S2WI00516,N00050769
"Loomer, Laura",R,H0FL21078,N00045132
"Lopez, Francisco Jr",I,H2TX23165,N00049822
"Lopez, Luna",R,H2FL04146,N00047938
"Lopez, Nicole",D,H2CA40076,N00048964
"Lopez, Rene",R,H2AZ09167,N00048657
"Lopez, Roland",R,H2TX07069,N00048305
"Lorinser, Bob",D,H2MI01142,N00049113
"Lott, Cherie",R,H2MI08162,N00049116
"Lott, Paul",R,H2VA10166,N00048600
"Loubriel, Jake",R,S2FL00474,N00048099
"Louderback, Andrew John",R,H2TX27281,N00049829
"Loudermilk, Barry",R,H4GA11061,N00035347
"Louis, Georgene",D,H2NM01219,N00048006
"Lowe, Gretchen Rae",I,S2NV00316,N00049245
"Lowe, Kimberly",R,H2VA05075,N00048316
"Lowe, Thuy",R,H2FL10333,N00035572
"Lowell, Douglas",R,H2AZ02352,N00048954
"Lowenfels, Jeff",I,H2AK01190,N00050784
"Lowry, Robert",R,H2TX21144,N00031582
"Lozada, Frank J",D,H2NY05142,N00050906
"Lucas, Frank D",R,H4OK06056,N00005559
"Lucas, Martin",R,H2IN01206,N00050267
"Lucero, Robert",D,S2CA00898,N00047527
"Lucero, Ronnie",R,H2NM01250,N00048257
"Lucier, David",D,H2AZ09241,N00051617
"Lucio, John Michael",R,H2CA41157,N00051360
"Ludden, Kendal",L,H2NJ10246,N00051085
"Luetkemeyer, Blaine",R,H8MO09153,N00030026
"Luevanos, Ruth",D,H2CA25200,N00048166
"Lujan, JP",I,H2CO07238,N00051891
"Lumaj, Peter",R,S2CT00272,N00033705
"Luna, Anna Paulina",R,H0FL13158,N00045228
"Luna, Eliseo",I,H2NM02225,N00051920
"Lund, Sheridan",D,H2NM01185,N00048003
"Lunsford, Bynum",D,H2NC11288,N00051197
"Luria, Elaine",D,H8VA02111,N00042293
"Lutin, Charles",R,H2GA14101,N00049291
"Luttrell, Morgan",R,H2TX08182,N00048776
"Lux, Dan",R,H2LA02297,N00051625
"Lydon, Rob",D,H2CA01219,N00046730
"Lykins, Jarrod",R,H2KY04204,N00049110
"Lynch, Stephen",D,H2MA09072,N00013855
"Lynch, Thomas",R,H2IL02214,N00051503
"Lynn, Eric",D,H6FL13189,N00037268
"Lyons, Bob",R,H2AK01232,N00051024
"Lyons, Michelle",R,H2CA47170,N00048667
