first_name,middle_name,nick_name,last_name,suffix,title,chamber,State,state_abbr,District,Party,Terms,URL,name_slug,bioguide_id,date_of_birth
Dina,,,Titus,,Representative,house,Nevada,NV,1,Democratic,"House: 2009-2011, 2013-Present",https://www.congress.gov/member/dina-titus/T000468,dina-titus,T000468,5/23/50
Rashida,,,Tlaib,,Representative,house,Michigan,MI,12,Democratic,House: 2019-Present,https://www.congress.gov/member/rashida-tlaib/T000481,rashida-tlaib,T000481,7/24/76
Jill,N.,,Tokuda,,Representative,house,Hawaii,HI,2,Democratic,House: 2023-Present,https://www.congress.gov/member/jill-tokuda/T000487,jill-tokuda,T000487,3/3/76
Paul,,,Tonko,,Representative,house,New York,NY,20,Democratic,House: 2009-Present,https://www.congress.gov/member/paul-tonko/T000469,paul-tonko,T000469,6/18/49
Norma,J.,,Torres,,Representative,house,California,CA,35,Democratic,House: 2015-Present,https://www.congress.gov/member/norma-torres/T000474,norma-torres,T000474,4/4/65
Ritchie,,,Torres,,Representative,house,New York,NY,15,Democratic,House: 2021-Present,https://www.congress.gov/member/ritchie-torres/T000486,ritchie-torres,T000486,3/12/88
Lori,,,Trahan,,Representative,house,Massachusetts,MA,3,Democratic,House: 2019-Present,https://www.congress.gov/member/lori-trahan/T000482,lori-trahan,T000482,10/27/73
Derek,,,Tran,,Representative,house,California,CA,45,Democratic,House: 2025-Present,https://www.congress.gov/member/derek-tran/T000491,derek-tran,T000491,12/22/80
Tommy,,,Tuberville,,Senator,senate,Alabama,AL,,Republican,Senate: 2021-Present,https://www.congress.gov/member/tommy-tuberville/T000278,tommy-tuberville,T000278,9/18/54
Michael,R.,,Turner,,Representative,house,Ohio,OH,10,Republican,House: 2003-Present,https://www.congress.gov/member/michael-turner/T000463,michael-turner,T000463,
Sylvester,,,Turner,,Representative,house,Texas,TX,18,Democratic,House: 2025,https://www.congress.gov/member/sylvester-turner/T000489,sylvester-turner,T000489,
Lauren,,,Underwood,,Representative,house,Illinois,IL,14,Democratic,House: 2019-Present,https://www.congress.gov/member/lauren-underwood/U000040,lauren-underwood,U000040,10/4/86
David,G.,,Valadao,,Representative,house,California,CA,22,Republican,"House: 2013-2019, 2021-Present",https://www.congress.gov/member/david-valadao/V000129,david-valadao,V000129,4/14/77
Jefferson,,,Van Drew,,Representative,house,New Jersey,NJ,2,Republican,House: 2019-Present,https://www.congress.gov/member/jefferson-van-drew/V000133,jefferson-van-drew,V000133,
Beth,,,Van Duyne,,Representative,house,Texas,TX,24,Republican,House: 2021-Present,https://www.congress.gov/member/beth-van-duyne/V000134,beth-van-duyne,V000134,11/16/70
Chris,,,Van Hollen,,Senator,senate,Maryland,MD,,Democratic,Senate: 2017-Present | House: 2003-2017,https://www.congress.gov/member/chris-van-hollen/V000128,chris-van-hollen,V000128,1/10/59
Derrick,,,Van Orden,,Representative,house,Wisconsin,WI,3,Republican,House: 2023-Present,https://www.congress.gov/member/derrick-van-orden/V000135,derrick-van-orden,V000135,9/15/69
J.D.,,,Vance,,Senator,senate,Ohio,OH,,Republican,Senate: 2023-2025,https://www.congress.gov/member/j-vance/V000137,j-vance,V000137,
Juan,,,Vargas,,Representative,house,California,CA,52,Democratic,House: 2013-Present,https://www.congress.gov/member/juan-vargas/V000130,juan-vargas,V000130,3/7/61
Gabe,,,Vasquez,,Representative,house,New Mexico,NM,2,Democratic,House: 2023-Present,https://www.congress.gov/member/gabe-vasquez/V000136,gabe-vasquez,V000136,8/3/84
Marc,A.,,Veasey,,Representative,house,Texas,TX,33,Democratic,House: 2013-Present,https://www.congress.gov/member/marc-veasey/V000131,marc-veasey,V000131,1/3/71
Nydia,M.,,Velzquez,,Representative,house,New York,NY,7,Democratic,House: 1993-Present,https://www.congress.gov/member/nydia-velazquez/V000081,nydia-velazquez,V000081,3/28/53
Eugene,Simon,,Vindman,,Representative,house,Virginia,VA,7,Democratic,House: 2025-Present,https://www.congress.gov/member/eugene-vindman/V000138,eugene-vindman,V000138,6/6/75
Ann,,,Wagner,,Representative,house,Missouri,MO,2,Republican,House: 2013-Present,https://www.congress.gov/member/ann-wagner/W000812,ann-wagner,W000812,9/13/62
Tim,,,Walberg,,Representative,house,Michigan,MI,5,Republican,"House: 2007-2009, 2011-Present",https://www.congress.gov/member/tim-walberg/W000798,tim-walberg,W000798,4/12/51
James,R.,,Walkinshaw,,Representative,house,Virginia,VA,11,Democratic,House: 2025-Present,https://www.congress.gov/member/james-walkinshaw/W000831,james-walkinshaw,W000831,10/2/82
Michael,,,Waltz,,Representative,house,Florida,FL,6,Republican,House: 2019-2025,https://www.congress.gov/member/michael-waltz/W000823,michael-waltz,W000823,
Mark,R.,,Warner,,Senator,senate,Virginia,VA,,Democratic,Senate: 2009-Present,https://www.congress.gov/member/mark-warner/W000805,mark-warner,W000805,12/15/54
Raphael,G.,,Warnock,,Senator,senate,Georgia,GA,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/raphael-warnock/W000790,raphael-warnock,W000790,7/23/69
Elizabeth,,,Warren,,Senator,senate,Massachusetts,MA,,Democratic,Senate: 2013-Present,https://www.congress.gov/member/elizabeth-warren/W000817,elizabeth-warren,W000817,6/22/49
Debbie,,,Wasserman Schultz,,Representative,house,Florida,FL,25,Democratic,House: 2005-Present,https://www.congress.gov/member/debbie-wasserman-schultz/W000797,debbie-wasserman-schultz,W000797,9/27/66
Maxine,,,Waters,,Representative,house,California,CA,43,Democratic,House: 1991-Present,https://www.congress.gov/member/maxine-waters/W000187,maxine-waters,W000187,8/15/38
Bonnie,,,Watson Coleman,,Representative,house,New Jersey,NJ,12,Democratic,House: 2015-Present,https://www.congress.gov/member/bonnie-watson-coleman/W000822,bonnie-watson-coleman,W000822,2/6/45
Randy,K. Sr.,,Weber,,Representative,house,Texas,TX,14,Republican,House: 2013-Present,https://www.congress.gov/member/randy-weber/W000814,randy-weber,W000814,7/2/53
Daniel,,,Webster,,Representative,house,Florida,FL,11,Republican,House: 2011-Present,https://www.congress.gov/member/daniel-webster/W000806,daniel-webster,W000806,4/27/49
Peter,,,Welch,,Senator,senate,Vermont,VT,,Democratic,Senate: 2023-Present | House: 2007-2023,https://www.congress.gov/member/peter-welch/W000800,peter-welch,W000800,5/2/47
Bruce,,,Westerman,,Representative,house,Arkansas,AR,4,Republican,House: 2015-Present,https://www.congress.gov/member/bruce-westerman/W000821,bruce-westerman,W000821,11/18/67
Sheldon,,,Whitehouse,,Senator,senate,Rhode Island,RI,,Democratic,Senate: 2007-Present,https://www.congress.gov/member/sheldon-whitehouse/W000802,sheldon-whitehouse,W000802,10/20/55
George,,,Whitesides,,Representative,house,California,CA,27,Democratic,House: 2025-Present,https://www.congress.gov/member/george-whitesides/W000830,george-whitesides,W000830,3/3/74
Roger,F.,,Wicker,,Senator,senate,Mississippi,MS,,Republican,Senate: 2007-Present | House: 1995-2007,https://www.congress.gov/member/roger-wicker/W000437,roger-wicker,W000437,7/5/51
Tony,,,Wied,,Representative,house,Wisconsin,WI,8,Republican,House: 2024-Present,https://www.congress.gov/member/tony-wied/W000829,tony-wied,W000829,5/3/76
Nikema,,,Williams,,Representative,house,Georgia,GA,5,Democratic,House: 2021-Present,https://www.congress.gov/member/nikema-williams/W000788,nikema-williams,W000788,7/30/78
Roger,,,Williams,,Representative,house,Texas,TX,25,Republican,House: 2013-Present,https://www.congress.gov/member/roger-williams/W000816,roger-williams,W000816,9/13/49
Frederica,S.,,Wilson,,Representative,house,Florida,FL,24,Democratic,House: 2011-Present,https://www.congress.gov/member/frederica-wilson/W000808,frederica-wilson,W000808,11/5/42
Joe,,,Wilson,,Representative,house,South Carolina,SC,2,Republican,House: 2001-Present,https://www.congress.gov/member/joe-wilson/W000795,joe-wilson,W000795,7/31/47
Robert,J.,,Wittman,,Representative,house,Virginia,VA,1,Republican,House: 2007-Present,https://www.congress.gov/member/robert-wittman/W000804,robert-wittman,W000804,
Steve,,,Womack,,Representative,house,Arkansas,AR,3,Republican,House: 2011-Present,https://www.congress.gov/member/steve-womack/W000809,steve-womack,W000809,2/18/57
Ron,,,Wyden,,Senator,senate,Oregon,OR,,Democratic,Senate: 1996-Present | House: 1981-1996,https://www.congress.gov/member/ron-wyden/W000779,ron-wyden,W000779,5/3/49
Rudy,,,Yakym,,Representative,house,Indiana,IN,2,Republican,House: 2022-Present,https://www.congress.gov/member/rudy-yakym/Y000067,rudy-yakym,Y000067,2/24/84
Todd,,,Young,,Senator,senate,Indiana,IN,,Republican,Senate: 2017-Present | House: 2011-2017,https://www.congress.gov/member/todd-young/Y000064,todd-young,Y000064,8/24/72
Ryan,K.,,Zinke,,Representative,house,Montana,MT,1,Republican,"House: 2015-2017, 2023-Present",https://www.congress.gov/member/ryan-zinke/Z000018,ryan-zinke,Z000018,11/1/61
